cod_mun;UF;Município;pop2019;pib2017milreais;export_fob_2019;import_fob_2019;pip_per_capita17;hierarquia_urbana07;hierarquia;voos_dom;voos_int;indice_proximidade;indice_intermediacao
2606101;PE;Glória do Goitá ;30604;479098;3410;6425438;1575;Centro Local;1;0;0;0,31090461;0,00000507
2606200;PE;Goiana ;79758;9146860;359256986;251226882;11542;Centro de Zona A;3;0;0;0,37649347;0,00157209
2606309;PE;Granito ;7486;57276;0;0;772;Centro Local;1;0;0;0,29453320;0,00000000
2606408;PE;Gravatá ;84074;1068949;6675;151877;1284;Centro Local;1;0;0;0,37610159;0,00037108
2606507;PE;Iati ;19197;148625;0;0;778;Centro Local;1;0;0;0,28751790;0,00000000
2606606;PE;Ibimirim ;29235;255908;0;0;883;Centro Local;1;0;0;0,32302283;0,00000381
2606705;PE;Ibirajuba ;7762;60416;0;0;781;Centro Local;1;0;0;0,29617486;0,00000000
2606804;PE;Igarassu ;117019;2479117;24084629;31761801;2148;sem classificação;0;0;0;0,30084369;0,00001415
2606903;PE;Iguaracy ;12228;77738;0;0;639;Centro Local;1;0;0;0,29849102;0,00000000
2607000;PE;Inajá ;23247;155277;571675;0;681;Centro Local;1;0;0;0,32227375;0,00000208
2607109;PE;Ingazeira ;4548;34028;0;0;749;Centro Local;1;0;0;0,26938370;0,00000000
2607208;PE;Ipojuca ;96204;10879739;1182759100;2839451888;11509;Centro Local;1;0;0;0,30725624;0,00000001
2607307;PE;Ipubi ;30854;269159;0;0;884;Centro Local;1;0;0;0,30225296;0,00000000
2607406;PE;Itacuruba ;4918;53447;0;579481;1100;Centro Local;1;0;0;0,31891733;0,00000000
2607505;PE;Itaíba ;26349;204597;0;0;778;Centro Local;1;0;0;0,31239193;0,00000033
2607604;PE;Ilha de Itamaracá ;26258;239399;0;0;928;sem classificação;0;0;0;0,00000000;0,00000000
2607653;PE;Itambé ;36447;494960;0;0;1363;Centro Local;1;0;0;0,29477348;0,00005607
2607703;PE;Itapetim ;13616;102339;0;0;750;Centro Local;1;0;0;0,31331291;0,00000359
2607752;PE;Itapissuma ;26651;1398050;19495030;145067570;5308;sem classificação;0;0;0;0,00000000;0,00000000
2607802;PE;Itaquitinga ;16955;129671;0;0;769;Centro Local;1;0;0;0,27354396;0,00000000
2607901;PE;Jaboatão dos Guararapes ;702298;13545569;10484641;222994862;1946;sem classificação;0;0;0;0,27401416;0,00000012
2607950;PE;Jaqueira ;11656;101866;0;0;876;Centro Local;1;0;0;0,28405220;0,00000000
2608008;PE;Jataúba ;17150;119060;0;0;699;Centro Local;1;0;0;0,28205662;0,00000260
2608057;PE;Jatobá ;14796;122707;0;0;835;Centro Local;1;0;0;0,32338902;0,00002577
2608107;PE;João Alfredo ;33822;272386;0;109327;813;Centro Local;1;0;0;0,36130925;0,00006760
2608206;PE;Joaquim Nabuco ;16023;125455;0;1471989;785;Centro Local;1;0;0;0,27449987;0,00000000
2608255;PE;Jucati ;11424;103840;0;0;916;Centro Local;1;0;0;0,28202727;0,00000000
2608305;PE;Jupi ;14836;153364;0;6250;1042;Centro Local;1;0;0;0,28846666;0,00000277
2608404;PE;Jurema ;15378;118757;0;0;777;Centro Local;1;0;0;0,31246397;0,00000534
2608453;PE;Lagoa do Carro ;18071;228084;0;0;1278;Centro Local;1;0;0;0,31135110;0,00000718
2608503;PE;Lagoa de Itaenga ;21429;309436;25164104;2517712;1450;Centro Local;1;0;0;0,36322209;0,00007252
2608602;PE;Lagoa do Ouro ;13145;112488;0;0;863;Centro Local;1;0;0;0,28201259;0,00000000
2608701;PE;Lagoa dos Gatos ;16290;128987;0;0;795;Centro Local;1;0;0;0,31144056;0,00000022
2608750;PE;Lagoa Grande ;25601;327706;4793175;773522;1296;Centro Local;1;0;0;0,37189516;0,00018375
2608800;PE;Lajedo ;40288;451194;0;27913;1131;Centro Local;1;0;0;0,36963786;0,00020966
2608909;PE;Limoeiro ;56250;743517;0;0;1324;Centro de Zona A;3;0;0;0,36459034;0,00036605
2609006;PE;Macaparana ;25376;242638;0;0;962;Centro Local;1;0;0;0,31094028;0,00000565
2609105;PE;Machados ;16088;200858;0;0;1270;Centro Local;1;0;0;0,31092244;0,00000939
2609154;PE;Manari ;21434;118791;0;0;564;Centro Local;1;0;0;0,29776948;0,00000000
2609204;PE;Maraial ;11345;85691;0;0;750;Centro Local;1;0;0;0,28405220;0,00000000
2609303;PE;Mirandiba ;15390;156014;0;0;1022;Centro Local;1;0;0;0,30825229;0,00000354
2609402;PE;Moreno ;62784;682663;16041;94359;1099;sem classificação;0;0;0;0,29672616;0,00000123
2609501;PE;Nazaré da Mata ;32471;520206;718298;5427025;1612;Centro Local;1;0;0;0,36341692;0,00016211
2609600;PE;Olinda ;392482;5438691;725184;41336897;1392;sem classificação;0;0;0;0,00000000;0,00000000
2609709;PE;Orobó ;23884;333817;0;0;1404;Centro Local;1;0;0;0,31097596;0,00000568
2609808;PE;Orocó ;14991;150432;0;0;1017;Centro Local;1;0;0;0,35265795;0,00004162
2609907;PE;Ouricuri ;69459;612341;66070;0;890;Centro de Zona A;3;0;0;0,39461230;0,00027139
2610004;PE;Palmares ;63250;833884;0;2739937;1327;Centro Subregional B;4;0;0;0,37833310;0,00167021
2610103;PE;Palmeirina ;7693;72516;0;0;934;Centro Local;1;0;0;0,28204194;0,00000000
2610202;PE;Panelas ;26474;175773;0;0;665;Centro Local;1;0;0;0,36793157;0,00004251
2610301;PE;Paranatama ;11523;242705;0;176925;2120;Centro Local;1;0;0;0,28202727;0,00000000
2610400;PE;Parnamirim ;22010;163949;0;0;767;Centro Local;1;0;0;0,33004506;0,00002210
2610509;PE;Passira ;28933;220034;0;0;762;Centro Local;1;0;0;0,31135110;0,00001093
2610608;PE;Paudalho ;56506;758422;0;289;1356;sem classificação;0;0;0;0,31170923;0,00001510
2610707;PE;Paulista ;331774;4019150;2830185;20416953;1224;sem classificação;0;0;0;0,27353015;0,00000000
2610806;PE;Pedra ;22617;243895;0;0;1084;Centro Local;1;0;0;0,36422283;0,00006879
2610905;PE;Pesqueira ;67395;691973;0;0;1035;Centro de Zona A;3;0;0;0,37080112;0,00014025
2611002;PE;Petrolândia ;36548;1078385;0;0;2987;Centro Local;1;0;0;0,37279043;0,00013012
2611101;PE;Petrolina ;349145;5990719;181690408;22198931;1745;Capital Regional C;6;135;0;0,42087281;0,00292965
2611200;PE;Poção ;11302;85559;1109;0;759;Centro Local;1;0;0;0,29883663;0,00001861
2611309;PE;Pombos ;27091;363992;0;104677;1350;Centro Local;1;0;0;0,31131534;0,00000707
2611408;PE;Primavera ;14966;168830;3271792;0;1141;Centro Local;1;0;0;0,31083329;0,00000010
2611507;PE;Quipapá ;26037;175524;0;0;680;Centro Local;1;0;0;0,36559865;0,00024559
2611533;PE;Quixaba ;6813;49184;0;0;723;Centro Local;1;0;0;0,27112201;0,00000000
2611606;PE;Recife ;1645727;51859618;88165553;592234337;3174;Metrópole;9;2789;113;0,45057777;0,01785369
2611705;PE;Riacho das Almas ;20546;166317;0;0;816;Centro Local;1;0;0;0,31127958;0,00000931
2611804;PE;Ribeirão ;47415;387477;0;9114;823;Centro Local;1;0;0;0,36522911;0,00011269
2611903;PE;Rio Formoso ;23535;259945;0;0;1112;Centro Local;1;0;0;0,31293303;0,00000120
2612000;PE;Sairé ;9932;144538;0;0;1436;Centro Local;1;0;0;0,36363636;0,00006196
2612109;PE;Salgadinho ;10919;62146;0;0;578;Centro Local;1;0;0;0,31088677;0,00000592
2612208;PE;Salgueiro ;60930;792726;0;0;1311;Centro de Zona A;3;0;0;0,43716729;0,00318829
2612307;PE;Saloá ;15843;143504;0;0;909;Centro Local;1;0;0;0,28204194;0,00000003
2612406;PE;Sanharó ;26462;193931;0;0;746;Centro Local;1;0;0;0,31983949;0,00001568
2612455;PE;Santa Cruz ;15398;100497;0;0;661;Centro Local;1;0;0;0,36390493;0,00013343
2612471;PE;Santa Cruz da Baixa Verde ;12592;83550;0;0;668;Centro de Zona B;2;0;0;0,28604602;0,00000013
2612505;PE;Santa Cruz do Capibaribe ;107937;1428396;4155;14528386;1351;Centro Local;1;0;0;0,36963786;0,00049703
2612554;PE;Santa Filomena ;14477;91202;0;0;635;Centro Local;1;0;0;0,29829389;0,00000000
2612604;PE;Santa Maria da Boa Vista ;41931;516496;0;0;1240;Centro Local;1;0;0;0,39210012;0,00025879
2612703;PE;Santa Maria do Cambucá ;14137;101717;0;0;726;Centro Local;1;0;0;0,36075612;0,00000000
2612802;PE;Santa Terezinha ;11815;81844;0;0;697;Centro Local;1;0;0;0,29731212;0,00000010
2612901;PE;São Benedito do Sul ;15895;96163;0;0;613;Centro Local;1;0;0;0,28405220;0,00000000
2613008;PE;São Bento do Una ;59504;953039;0;183991;1620;Centro Local;1;0;0;0,29878721;0,00000138
2613107;PE;São Caitano ;37245;350502;0;736702;947;Centro Local;1;0;0;0,37215051;0,00000833
2613206;PE;São João ;22793;202414;0;183268;895;Centro Local;1;0;0;0,30763991;0,00002200
2613305;PE;São Joaquim do Monte ;21356;168147;0;0;791;Centro Local;1;0;0;0,31124383;0,00000099
2613404;PE;São José da Coroa Grande ;21298;251104;0;0;1198;Centro Local;1;0;0;0,31304147;0,00001724
2613503;PE;São José do Belmonte ;33959;256653;0;0;759;Centro Local;1;0;0;0,31993389;0,00000261
2613602;PE;São José do Egito ;33951;362864;0;0;1077;Centro de Zona B;2;0;0;0,37685996;0,00037634
2613701;PE;São Lourenço da Mata ;113230;1107308;381122;5496193;988;sem classificação;0;0;0;0,27104066;0,00000594
2613800;PE;São Vicente Férrer ;18018;235695;0;0;1316;Centro de Zona B;2;0;0;0,31097596;0,00000577
2613909;PE;Serra Talhada ;86350;1337330;0;1579345;1563;Centro Subregional A;5;0;0;0,39911635;0,00207584
2614006;PE;Serrita ;19165;136775;0;0;717;Centro Local;1;0;0;0,31852374;0,00000079
2614105;PE;Sertânia ;35907;278620;0;0;781;Centro Local;1;0;0;0,38967575;0,00039839
2614204;PE;Sirinhaém ;45865;482239;18712516;232607;1065;Centro Local;1;0;0;0,31289689;0,00000086
2614303;PE;Moreilândia ;11270;81064;0;0;721;Centro Local;1;0;0;0,31269832;0,00000000
2614402;PE;Solidão ;6007;41240;0;0;690;Centro Local;1;0;0;0,29724690;0,00000000
2614501;PE;Surubim ;65089;771791;0;1643385;1199;Centro de Zona A;3;0;0;0,36666216;0,00086890
2614600;PE;Tabira ;28534;249042;0;0;880;Centro de Zona B;2;0;0;0,36564798;0,00027676
2614709;PE;Tacaimbó ;12874;126856;0;0;987;Centro Local;1;0;0;0,36225104;0,00000000
2614808;PE;Tacaratu ;25765;170641;0;464087;673;Centro Local;1;0;0;0,31282466;0,00000026
2614857;PE;Tamandaré ;23388;285465;0;1268;1236;Centro Local;1;0;0;0,31293303;0,00000120
2615003;PE;Taquaritinga do Norte ;28775;264932;0;0;934;Centro Local;1;0;0;0,31113663;0,00000565
2615102;PE;Terezinha ;7169;51417;0;0;722;Centro Local;1;0;0;0,28205662;0,00000007
2615201;PE;Terra Nova ;10096;67423;0;0;646;Centro Local;1;0;0;0,30760499;0,00000000
2615300;PE;Timbaúba ;53022;647078;3382036;14099345;1219;Centro de Zona A;3;0;0;0,36609254;0,00109667
2615409;PE;Toritama ;45219;624447;0;0;1413;Centro Local;1;0;0;0,36392936;0,00008328
2615508;PE;Tracunhaém ;13769;101554;0;0;742;Centro Local;1;0;0;0,31097596;0,00000577
2615607;PE;Trindade ;30521;281832;0;0;935;Centro Local;1;0;0;0,37894148;0,00005780
2615706;PE;Triunfo ;15254;138875;0;0;912;Centro Local;1;0;0;0,31183476;0,00000560
2615805;PE;Tupanatinga ;27304;184087;0;0;682;Centro Local;1;0;0;0,31147635;0,00000115
2615904;PE;Tuparetama ;8202;75783;0;0;928;Centro Local;1;0;0;0,36395380;0,00016014
2616001;PE;Venturosa ;18482;207645;0;0;1137;Centro Local;1;0;0;0,36402713;0,00006408
2616100;PE;Verdejante ;9534;64768;0;0;682;Centro Local;1;0;0;0,30420385;0,00000000
2616183;PE;Vertente do Lério ;7618;67079;0;0;878;Centro Local;1;0;0;0,26831683;0,00000000
2616209;PE;Vertentes ;20731;153721;0;0;751;Centro Local;1;0;0;0,36629046;0,00011186
2616308;PE;Vicência ;32643;357344;3744775;0;1102;Centro Local;1;0;0;0,31085111;0,00000565
2616407;PE;Vitória de Santo Antão ;138757;3691943;7773986;35093145;2684;Centro Subregional B;4;0;0;0,37399945;0,00037970
2616506;PE;Xexéu ;14725;104732;0;0;715;Centro Local;1;0;0;0,36459034;0,00015207
2700102;AL;Água Branca ;20196;137376;0;0;671;Centro Local;1;0;0;0,36319775;0,00000000
2700201;AL;Anadia ;17545;140786;0;0;790;Centro Local;1;0;0;0,30891992;0,00000690
2700300;AL;Arapiraca ;231747;4100975;1130237;7554217;1751;Capital Regional C;6;0;0;0,40800964;0,00782620
2700409;AL;Atalaia ;47185;765632;17218154;0;1604;Centro Local;1;0;0;0,31779537;0,00002071
2700508;AL;Barra de Santo Antônio ;15932;161228;0;2488;1004;Centro Local;1;0;0;0,31293303;0,00000574
2700607;AL;Barra de São Miguel ;8322;171747;0;0;2044;Centro Local;1;0;0;0,30819970;0,00000010
2700706;AL;Batalha ;18232;174456;0;0;930;Centro de Zona B;2;0;0;0,31090461;0,00000882
2700805;AL;Belém ;4344;37998;0;0;853;Centro Local;1;1009;55;0,30763991;0,00000088
2700904;AL;Belo Monte ;6704;84201;0;0;1239;Centro Local;1;0;0;0,28980858;0,00000000
2701001;AL;Boca da Mata ;27281;268776;8090056;0;974;Centro Local;1;0;0;0,30893753;0,00000637
2701100;AL;Branquinha ;10494;394561;0;0;3696;Centro Local;1;0;0;0,26723203;0,00000002
2701209;AL;Cacimbinhas ;10858;88488;0;0;812;Centro Local;1;0;0;0,31072637;0,00000012
2701308;AL;Cajueiro ;21264;171388;0;0;796;Centro Local;1;0;0;0,30718658;0,00000089
2701357;AL;Campestre ;6936;63930;0;0;910;Centro Local;1;0;0;0,27466680;0,00000005
2701407;AL;Campo Alegre ;57063;495628;0;0;861;Centro Local;1;0;0;0,30891992;0,00000508
2701506;AL;Campo Grande ;9558;84090;0;0;868;Centro Local;1;465;0;0,28983957;0,00000002
2701605;AL;Canapi ;17722;108156;0;0;601;Centro Local;1;0;0;0,36361197;0,00000000
2701704;AL;Capela ;17053;178577;0;0;1029;Centro Local;1;0;0;0,30718658;0,00000089
2701803;AL;Carneiros ;9081;57285;0;0;626;Centro Local;1;0;0;0,30722140;0,00000093
2701902;AL;Chã Preta ;7311;108877;0;0;1466;Centro Local;1;0;0;0,30711695;0,00000083
2702009;AL;Coité do Nóia ;10693;102492;0;0;941;Centro Local;1;0;0;0,28979308;0,00000000
2702108;AL;Colônia Leopoldina ;21698;251911;0;0;1149;Centro Local;1;0;0;0,30757008;0,00000028
2702207;AL;Coqueiro Seco ;5845;66881;0;0;1130;sem classificação;0;0;0;0,30699519;0,00000000
2702306;AL;Coruripe ;56933;1378288;63894167;0;2397;Centro Local;1;0;0;0,37268789;0,00013539
2702355;AL;Craíbas ;24219;197086;158;0;804;Centro Local;1;0;0;0,28979308;0,00000000
2702405;AL;Delmiro Gouveia ;52016;475855;0;0;905;Centro de Zona B;2;0;0;0,41263799;0,00123414
2702504;AL;Dois Riachos ;11075;77427;0;0;690;Centro Local;1;0;0;0,29434126;0,00000011
2702553;AL;Estrela de Alagoas ;18205;104946;0;0;569;Centro Local;1;0;0;0,28152919;0,00000000
2702603;AL;Feira Grande ;22166;285062;0;512;1268;Centro Local;1;0;0;0,28979308;0,00000000
2702702;AL;Feliz Deserto ;4754;108647;0;0;2261;Centro Local;1;0;0;0,30770978;0,00000000
2702801;AL;Flexeiras ;12790;175314;0;0;1352;Centro Local;1;0;0;0,30704736;0,00000006
2702900;AL;Girau do Ponciano ;40917;323147;0;207;783;Centro Local;1;0;0;0,28982407;0,00000000
2703007;AL;Ibateguara ;15616;140851;0;0;889;Centro Local;1;0;0;0,30706476;0,00000000
2703106;AL;Igaci ;25631;182328;0;0;701;Centro Local;1;0;0;0,29427734;0,00000000
2703205;AL;Igreja Nova ;24499;390389;17033996;0;1575;Centro Local;1;0;0;0,36895848;0,00008409
2703304;AL;Inhapi ;18385;112361;0;0;602;Centro Local;1;0;0;0,37896798;0,00001874
2703403;AL;Jacaré dos Homens ;5253;52244;0;0;975;Centro Local;1;0;0;0,28985507;0,00000000
2703502;AL;Jacuípe ;7021;171459;0;0;2403;Centro Local;1;0;0;0,23846188;0,00000000
2703601;AL;Japaratinga ;8361;160025;53340;0;1893;Centro Local;1;0;0;0,27476427;0,00000036
2703700;AL;Jaramataia ;5770;53776;0;0;947;Centro Local;1;0;0;0,28987057;0,00000002
2703759;AL;Jequiá da Praia ;11580;249804;0;0;2120;Centro Local;1;0;0;0,30819970;0,00000483
2703809;AL;Joaquim Gomes ;23993;315561;0;0;1300;Centro Local;1;0;0;0,31289689;0,00000104
2703908;AL;Jundiá ;4155;45641;0;0;1079;Centro Local;1;0;0;0,23846188;0,00000000
2704005;AL;Junqueiro ;24727;354809;0;0;1414;Centro Local;1;0;0;0,30969659;0,00000187
2704104;AL;Lagoa da Canoa ;17852;157977;2164807;0;869;Centro Local;1;0;0;0,28982407;0,00000000
2704203;AL;Limoeiro de Anadia ;28635;458376;0;0;1583;Centro Local;1;0;0;0,28983957;0,00000000
2704302;AL;Maceió ;1018948;21827917;23386846;494017421;2121;Capital Regional A;8;667;0;0,44295521;0,01604315
2704401;AL;Major Isidoro ;19804;176487;0;0;874;Centro Local;1;0;0;0,30869120;0,00000000
2704500;AL;Maragogi ;32704;677485;0;6270453;2057;Centro Local;1;0;0;0,31304147;0,00001841
2704609;AL;Maravilha ;9163;66185;0;0;703;Centro Local;1;0;0;0,36329513;0,00018976
2704708;AL;Marechal Deodoro ;51901;1900327;12787144;86718012;3636;Centro Local;1;0;0;0,28363598;0,00000009
2704807;AL;Maribondo ;13264;137916;0;0;1021;Centro Local;1;0;0;0,36395380;0,00004835
2704906;AL;Mar Vermelho ;3514;31857;0;0;890;Centro Local;1;0;0;0,30762245;0,00000099
2705002;AL;Mata Grande ;25216;189406;0;0;740;Centro Local;1;0;0;0,37092800;0,00000053
2705101;AL;Matriz de Camaragibe ;24642;298282;0;0;1193;Centro Local;1;0;0;0,31289689;0,00000188
2705200;AL;Messias ;17856;178882;0;0;994;Centro Local;1;0;0;0,31392992;0,00000614
2705309;AL;Minador do Negrão ;5329;48451;0;0;895;Centro Local;1;0;0;0,30869120;0,00000000
2705408;AL;Monteirópolis ;7159;51757;0;0;713;Centro Local;1;0;0;0,28983957;0,00000000
2705507;AL;Murici ;28236;290397;43241;503641;1016;Centro Local;1;0;0;0,31442163;0,00000328
2705606;AL;Novo Lino ;12690;145761;0;0;1137;Centro Local;1;0;0;0,37072503;0,00003998
2705705;AL;Olho d'Água das Flores ;21688;191207;0;0;878;Centro de Zona B;2;0;0;0,31104735;0,00005315
2705804;AL;Olho d'Água do Casado ;9373;70403;0;0;744;Centro Local;1;0;0;0,29530348;0,00000015
2705903;AL;Olho d'Água Grande ;5123;40064;0;0;771;Centro Local;1;0;0;0,28983957;0,00000002
2706000;AL;Olivença ;11624;68930;0;0;586;Centro Local;1;0;0;0,30849792;0,00000000
2706109;AL;Ouro Branco ;11496;77502;0;0;666;Centro Local;1;0;0;0,36422283;0,00020363
2706208;AL;Palestina ;5011;33318;0;0;658;Centro Local;1;0;0;0,29013436;0,00000004
2706307;AL;Palmeira dos Índios ;73218;778610;0;214;1049;Centro de Zona A;3;0;0;0,39125099;0,00127281
2706406;AL;Pão de Açúcar ;24399;186936;0;0;754;Centro de Zona B;2;0;0;0,30846281;0,00000264
2706422;AL;Pariconha ;10533;72058;0;0;674;Centro Local;1;0;0;0,36066010;0,00000000
2706448;AL;Paripueira ;13176;150091;0;0;1133;Centro Local;1;0;0;0,30720399;0,00000029
2706505;AL;Passo de Camaragibe ;15245;266376;0;0;1723;Centro Local;1;0;0;0,30709955;0,00000001
2706604;AL;Paulo Jacinto ;7564;67779;0;0;883;Centro Local;1;0;0;0,30883191;0,00000458
2706703;AL;Penedo ;63683;898339;0;839;1393;Centro de Zona A;3;0;0;0,37867673;0,00034959
2706802;AL;Piaçabuçu ;17827;295025;0;0;1632;Centro Local;1;0;0;0,30929012;0,00000279
2706901;AL;Pilar ;35111;433003;89694;43703;1218;Centro Local;1;0;0;0,31824320;0,00002572
2707008;AL;Pindoba ;2908;32588;0;0;1104;Centro Local;1;0;0;0,30706476;0,00000083
2707107;AL;Piranhas ;25039;221989;0;0;877;Centro Local;1;0;0;0,31129746;0,00000359
2707206;AL;Poço das Trincheiras ;14386;92601;0;0;635;Centro Local;1;0;0;0,26965174;0,00000000
2707305;AL;Porto Calvo ;27165;343384;416914;0;1249;Centro de Zona B;2;0;0;0,31311381;0,00077697
2707404;AL;Porto de Pedras ;7786;274767;0;24044;3450;Centro Local;1;0;0;0,30713436;0,00000698
2707503;AL;Porto Real do Colégio ;20066;193071;0;490211;950;Centro Local;1;0;0;0,36537684;0,00016985
2707602;AL;Quebrangulo ;11294;113322;0;0;986;Centro Local;1;0;0;0,30763991;0,00000099
2707701;AL;Rio Largo ;75120;1020537;787589;58855484;1342;sem classificação;0;0;0;0,36933561;0,00002094
2707800;AL;Roteiro ;6664;147662;0;0;2180;Centro Local;1;0;0;0,28351729;0,00000000
2707909;AL;Santa Luzia do Norte ;7296;154050;32487;10539764;2086;sem classificação;0;0;0;0,00000000;0,00000000
2708006;AL;Santana do Ipanema ;47654;513982;0;27471;1066;Centro Subregional B;4;0;0;0,36863225;0,00080703
2708105;AL;Santana do Mundaú ;10740;807040;0;0;7405;Centro Local;1;0;0;0,26720568;0,00000000
2708204;AL;São Brás ;6961;115546;0;0;1637;Centro Local;1;0;0;0,31079764;0,00001178
2708303;AL;São José da Laje ;23927;301828;14581121;0;1246;Centro Local;1;0;0;0,31983949;0,00006760
2708402;AL;São José da Tapera ;32260;233812;0;0;717;Centro Local;1;0;0;0,30136225;0,00001809
2708501;AL;São Luís do Quitunde ;34555;416799;56051454;0;1192;Centro Local;1;0;0;0,31296917;0,00000894
2708600;AL;São Miguel dos Campos ;61251;979181;10825499;856676;1584;Centro de Zona A;3;0;0;0,39567820;0,00201690
2708709;AL;São Miguel dos Milagres ;7951;142315;0;0;1774;Centro Local;1;0;0;0,30709955;0,00000001
2708808;AL;São Sebastião ;34152;382296;0;0;1106;Centro Local;1;0;0;0,31035273;0,00000338
2708907;AL;Satuba ;13828;209299;0;0;1500;sem classificação;0;0;0;0,29256181;0,00000554
2708956;AL;Senador Rui Palmeira ;13870;82444;0;0;587;Centro Local;1;0;0;0,26950425;0,00000000
2709004;AL;Tanque d'Arca ;6162;49698;0;0;793;Centro Local;1;0;0;0,30870878;0,00000107
2709103;AL;Taquarana ;19980;272575;0;0;1349;Centro Local;1;0;0;0,30367548;0,00000128
2709152;AL;Teotônio Vilela ;44169;469034;946070;0;1050;Centro Local;1;0;0;0,36375839;0,00013319
2709202;AL;Traipu ;27715;206112;0;0;734;Centro Local;1;0;0;0,29956337;0,00000063
2709301;AL;União dos Palmares ;65611;934646;0;704;1406;Centro de Zona A;3;0;0;0,36461487;0,00073050
2709400;AL;Viçosa ;25733;295330;0;0;1130;Centro Local;1;0;0;0,30884951;0,00000360
2800100;SE;Amparo de São Francisco ;2374;28364;0;0;1187;Centro Local;1;0;0;0,30687351;0,00000092
2800209;SE;Aquidabã ;21563;216446;0;0;1003;Centro Local;1;0;0;0,30678666;0,00000086
2800308;SE;Aracaju ;657013;16373280;3456564;60665247;2519;Capital Regional A;8;356;0;0,44097307;0,01671725
2800407;SE;Arauá ;10056;108230;0;0;1044;Centro Local;1;0;0;0,30645709;0,00000005
2800506;SE;Areia Branca ;18542;195684;0;0;1058;Centro Local;1;0;0;0,30722140;0,00000366
2800605;SE;Barra dos Coqueiros ;30407;385554;0;545722830;1294;sem classificação;0;0;0;0,00000000;0,00000000
2800670;SE;Boquim ;26816;299560;0;0;1111;Centro Local;1;0;0;0,31649635;0,00000320
2800704;SE;Brejo Grande ;8309;77548;0;0;932;Centro Local;1;0;0;0,30678666;0,00000260
2801009;SE;Campo do Brito ;18109;211692;0;0;1169;Centro Local;1;0;0;0,36300315;0,00003174
2801108;SE;Canhoba ;4008;52660;0;0;1298;Centro Local;1;0;0;0,30687351;0,00000092
2801207;SE;Canindé de São Francisco ;29900;1632436;0;0;5558;Centro de Zona B;2;0;0;0,36331948;0,00009344
2801306;SE;Capela ;34213;327002;0;0;960;Centro Local;1;0;0;0,30798954;0,00000664
2801405;SE;Carira ;22082;264080;0;0;1209;Centro Local;1;0;0;0,30690827;0,00000171
2801504;SE;Carmópolis ;16634;325808;0;264272;2002;Centro Local;1;0;0;0,30709955;0,00000344
2801603;SE;Cedro de São João ;5897;52110;0;0;878;Centro Local;1;0;0;0,30687351;0,00000095
2801702;SE;Cristinápolis ;17874;198366;0;0;1086;Centro Local;1;0;0;0,37057295;0,00010826
2801900;SE;Cumbe ;3987;41640;0;0;1038;Centro Local;1;0;0;0,30637047;0,00000015
2802007;SE;Divina Pastora ;5138;102967;0;1660;2036;Centro Local;1;0;0;0,30605907;0,00000000
2802106;SE;Estância ;69184;1633878;36167652;6867344;2358;Centro de Zona A;3;0;0;0,39318099;0,00068243
2802205;SE;Feira Nova ;5584;67049;0;0;1194;Centro Local;1;0;0;0,36331948;0,00015746
2802304;SE;Frei Paulo ;15421;240160;3594855;2245778;1565;Centro Local;1;0;0;0,30661311;0,00000183
2802403;SE;Gararu ;11604;106329;0;0;906;Centro Local;1;0;0;0,30692565;0,00000276
2802502;SE;General Maynard ;3346;31130;0;0;939;Centro Local;1;0;0;0,30609364;0,00000000
2802601;SE;Gracho Cardoso ;5818;66973;0;0;1141;Centro Local;1;0;0;0,30690827;0,00000121
2802700;SE;Ilha das Flores ;8520;73149;0;0;849;Centro Local;1;0;0;0,30624929;0,00000071
2802809;SE;Indiaroba ;17957;165983;0;0;932;Centro Local;1;0;0;0,30628391;0,00000001
2802908;SE;Itabaiana ;95427;1805072;0;0;1896;Centro Subregional B;4;0;0;0,37273915;0,00059374
2803005;SE;Itabaianinha ;41928;429848;0;0;1024;Centro Local;1;0;0;0,30921953;0,00000059
2803104;SE;Itabi ;4903;55931;0;0;1121;Centro Local;1;0;0;0,30689089;0,00000039
2803203;SE;Itaporanga d'Ajuda ;34356;1032792;0;1214431;3029;Centro Local;1;0;0;0,32812689;0,00003344
2803302;SE;Japaratuba ;18743;295316;0;19245568;1583;Centro Local;1;0;0;0,30701258;0,00000286
2803401;SE;Japoatã ;13434;151966;0;0;1148;Centro Local;1;0;0;0,30675194;0,00000089
2803500;SE;Lagarto ;104408;1505153;380421;5269109;1446;Centro de Zona A;3;0;0;0,37299566;0,00018209
2803609;SE;Laranjeiras ;29826;926217;5224611;14408108;3119;sem classificação;0;0;0;0,30720399;0,00000402
2803708;SE;Macambira ;6919;71167;0;0;1028;Centro Local;1;0;0;0,30645709;0,00000000
2803807;SE;Malhada dos Bois ;3682;49664;0;0;1345;Centro Local;1;0;0;0,30676930;0,00000071
2803906;SE;Malhador ;12618;139841;0;0;1102;Centro Local;1;0;0;0,30609364;0,00000000
2804003;SE;Maruim ;17213;273399;0;37612572;1581;sem classificação;0;0;0;0,31655181;0,00006108
2804102;SE;Moita Bonita ;11335;148971;0;0;1302;Centro Local;1;0;0;0,30652641;0,00000056
2804201;SE;Monte Alegre de Sergipe ;15031;142186;0;0;937;Centro Local;1;0;0;0,36351442;0,00012804
2804300;SE;Muribeca ;7625;82167;0;0;1069;Centro Local;1;0;0;0,31720021;0,00002430
