"";"Município";"dom";"int";"cod_mun"
"3587";"paramoti";0;0;"2310407"
"3588";"paraná";0;0;"2408607"
"3589";"paranã";0;0;"1716208"
"3590";"paranacity";0;0;"4118105"
"3591";"paranaguá";5;0;"4118204"
"3592";"paranaíba";0;0;"5006309"
"3593";"paranaiguara";0;0;"5216304"
"3594";"paranaíta";0;0;"5106299"
"3595";"paranapanema";0;0;"3535804"
"3596";"paranapoema";0;0;"4118303"
"3597";"paranapuã";0;0;"3535903"
"3598";"paranatama";0;0;"2610301"
"3599";"paranatinga";0;0;"5106307"
"3600";"paranavaí";10;0;"4118402"
"3601";"paranhos";0;0;"5006358"
"3602";"paraopeba";0;0;"3147402"
"3603";"parapuã";0;0;"3536000"
"3604";"parari";0;0;"2510659"
"3605";"paratinga";0;0;"2923704"
"3606";"paraty";0;0;"3303807"
"3607";"paraú";0;0;"2408706"
"3608";"parauapebas";50;0;"1505536"
"3609";"paraúna";0;0;"5216403"
"3610";"parazinho";0;0;"2408805"
"3611";"pardinho";0;0;"3536109"
"3612";"pareci novo";0;0;"4314035"
"3613";"parecis";0;0;"1101450"
"3614";"parelhas";0;0;"2408904"
"3615";"pariconha";0;0;"2706422"
"3616";"parintins";33;0;"1303403"
"3617";"paripiranga";0;0;"2923803"
"3618";"paripueira";0;0;"2706448"
"3619";"pariquera-açu";0;0;"3536208"
"3620";"parisi";0;0;"3536257"
"3621";"parnaguá";0;0;"2207603"
"3622";"parnaíba";5;0;"2207702"
"3623";"parnamirim";0;0;"2403251"
"3624";"parnamirim";0;0;"2610400"
"3625";"parnarama";0;0;"2107803"
"3626";"parobé";0;0;"4314050"
"3627";"passa e fica";0;0;"2409100"
"3628";"passa quatro";0;0;"3147600"
"3629";"passa sete";0;0;"4314068"
"3630";"passa tempo";0;0;"3147709"
"3631";"passa vinte";0;0;"3147808"
"3632";"passabém";0;0;"3147501"
"3633";"passagem";0;0;"2409209"
"3634";"passagem";0;0;"2510709"
"3635";"passagem franca";0;0;"2107902"
"3636";"passagem franca do piauí";0;0;"2207751"
"3637";"passira";0;0;"2610509"
"3638";"passo de camaragibe";0;0;"2706505"
"3639";"passo de torres";0;0;"4212254"
"3640";"passo do sobrado";0;0;"4314076"
"3641";"passo fundo";127;0;"4314100"
"3642";"passos";0;0;"3147907"
"3643";"passos maia";0;0;"4212270"
"3644";"pastos bons";0;0;"2108009"
"3645";"patis";0;0;"3147956"
"3646";"pato bragado";0;0;"4118451"
"3647";"pato branco";21;0;"4118501"
"3648";"patos";0;0;"2510808"
"3649";"patos de minas";0;0;"3148004"
"3650";"patos do piauí";0;0;"2207777"
"3651";"patrocínio";0;0;"3148103"
"3652";"patrocínio do muriaé";0;0;"3148202"
"3653";"patrocínio paulista";0;0;"3536307"
"3654";"patu";0;0;"2409308"
"3655";"paty do alferes";0;0;"3303856"
"3656";"pau brasil";0;0;"2923902"
"3657";"pau d'arco";0;0;"1505551"
"3658";"pau d'arco";0;0;"1716307"
"3659";"pau d'arco do piauí";0;0;"2207793"
"3660";"pau dos ferros";0;0;"2409407"
"3661";"paudalho";0;0;"2610608"
"3662";"pauini";0;0;"1303502"
"3663";"paula cândido";0;0;"3148301"
"3664";"paula freitas";0;0;"4118600"
"3665";"paulicéia";0;0;"3536406"
"3666";"paulínia";0;0;"3536505"
"3667";"paulino neves";0;0;"2108058"
"3668";"paulista";0;0;"2510907"
"3669";"paulista";0;0;"2610707"
"3670";"paulistana";0;0;"2207801"
"3671";"paulistânia";0;0;"3536570"
"3672";"paulistas";0;0;"3148400"
"3673";"paulo afonso";12;0;"2924009"
"3674";"paulo bento";0;0;"4314134"
"3675";"paulo de faria";0;0;"3536604"
"3676";"paulo frontin";0;0;"4118709"
"3677";"paulo jacinto";0;0;"2706604"
"3678";"paulo lopes";0;0;"4212304"
"3679";"paulo ramos";0;0;"2108108"
"3680";"pavão";0;0;"3148509"
"3681";"paverama";0;0;"4314159"
"3682";"pavussu";0;0;"2207850"
"3683";"pé de serra";0;0;"2924058"
"3684";"peabiru";0;0;"4118808"
"3685";"peçanha";0;0;"3148608"
"3686";"pederneiras";0;0;"3536703"
"3687";"pedra";0;0;"2610806"
"3688";"pedra azul";0;0;"3148707"
"3689";"pedra bela";0;0;"3536802"
"3690";"pedra bonita";0;0;"3148756"
"3691";"pedra branca";0;0;"2310506"
"3692";"pedra branca";0;0;"2511004"
"3693";"pedra branca do amapari";0;0;"1600154"
"3694";"pedra do anta";0;0;"3148806"
"3695";"pedra do indaiá";0;0;"3148905"
"3696";"pedra dourada";0;0;"3149002"
"3697";"pedra grande";0;0;"2409506"
"3698";"pedra lavrada";0;0;"2511103"
"3699";"pedra mole";0;0;"2805000"
"3700";"pedra preta";0;0;"2409605"
"3701";"pedra preta";0;0;"5106372"
"3702";"pedralva";0;0;"3149101"
"3703";"pedranópolis";0;0;"3536901"
"3704";"pedrão";0;0;"2924108"
"3705";"pedras altas";0;0;"4314175"
"3706";"pedras de fogo";0;0;"2511202"
"3707";"pedras de maria da cruz";0;0;"3149150"
"3708";"pedras grandes";0;0;"4212403"
"3709";"pedregulho";0;0;"3537008"
"3710";"pedreira";0;0;"3537107"
"3711";"pedreiras";0;0;"2108207"
"3712";"pedrinhas";0;0;"2805109"
"3713";"pedrinhas paulista";0;0;"3537156"
"3714";"pedrinópolis";0;0;"3149200"
"3715";"pedro afonso";0;0;"1716505"
"3716";"pedro alexandre";0;0;"2924207"
"3717";"pedro avelino";0;0;"2409704"
"3718";"pedro canário";0;0;"3204054"
"3719";"pedro de toledo";0;0;"3537206"
"3720";"pedro do rosário";0;0;"2108256"
"3721";"pedro gomes";0;0;"5006408"
"3722";"pedro ii";0;0;"2207900"
"3723";"pedro laurentino";0;0;"2207934"
"3724";"pedro leopoldo";0;0;"3149309"
"3725";"pedro osório";0;0;"4314209"
"3726";"pedro régis";0;0;"2512721"
"3727";"pedro teixeira";0;0;"3149408"
"3728";"pedro velho";0;0;"2409803"
"3729";"peixe";0;0;"1716604"
"3730";"peixe-boi";0;0;"1505601"
"3731";"peixoto de azevedo";0;0;"5106422"
"3732";"pejuçara";0;0;"4314308"
"3733";"pelotas";26;0;"4314407"
"3734";"penaforte";0;0;"2310605"
"3735";"penalva";0;0;"2108306"
"3736";"penápolis";0;0;"3537305"
"3737";"pendências";0;0;"2409902"
"3738";"penedo";0;0;"2706703"
"3739";"penha";0;0;"4212502"
"3740";"pentecoste";0;0;"2310704"
"3741";"pequeri";0;0;"3149507"
"3742";"pequi";0;0;"3149606"
"3743";"pequizeiro";0;0;"1716653"
"3744";"perdigão";0;0;"3149705"
"3745";"perdizes";0;0;"3149804"
"3746";"perdões";0;0;"3149903"
"3747";"pereira barreto";0;0;"3537404"
"3748";"pereiras";0;0;"3537503"
"3749";"pereiro";0;0;"2310803"
"3750";"peri mirim";0;0;"2108405"
"3751";"periquito";0;0;"3149952"
"3752";"peritiba";0;0;"4212601"
"3753";"peritoró";0;0;"2108454"
"3754";"perobal";0;0;"4118857"
"3755";"pérola";0;0;"4118907"
"3756";"pérola d'oeste";0;0;"4119004"
"3757";"perolândia";0;0;"5216452"
"3758";"peruíbe";0;0;"3537602"
"3759";"pescador";0;0;"3150000"
"3760";"pescaria brava";0;0;"4212650"
"3761";"pesqueira";0;0;"2610905"
"3762";"petrolândia";0;0;"2611002"
"3763";"petrolândia";0;0;"4212700"
"3764";"petrolina";135;0;"2611101"
"3765";"petrolina de goiás";0;0;"5216809"
"3766";"petrópolis";0;0;"3303906"
"3767";"piaçabuçu";0;0;"2706802"
"3768";"piacatu";0;0;"3537701"
"3769";"piancó";0;0;"2511301"
"3770";"piatã";0;0;"2924306"
"3771";"piau";0;0;"3150109"
"3772";"picada café";0;0;"4314423"
"3773";"piçarra";0;0;"1505635"
"3774";"picos";0;0;"2208007"
"3775";"picuí";0;0;"2511400"
"3776";"piedade";0;0;"3537800"
"3777";"piedade de caratinga";0;0;"3150158"
"3778";"piedade de ponte nova";0;0;"3150208"
"3779";"piedade do rio grande";0;0;"3150307"
"3780";"piedade dos gerais";0;0;"3150406"
"3781";"piên";0;0;"4119103"
"3782";"pilão arcado";0;0;"2924405"
"3783";"pilar";0;0;"2511509"
"3784";"pilar";0;0;"2706901"
"3785";"pilar de goiás";0;0;"5216908"
"3786";"pilar do sul";0;0;"3537909"
"3787";"pilões";0;0;"2410009"
"3788";"pilões";0;0;"2511608"
"3789";"pilõezinhos";0;0;"2511707"
"3790";"pimenta";0;0;"3150505"
"3791";"pimenta bueno";0;0;"1100189"
"3792";"pimenteiras";0;0;"2208106"
"3793";"pimenteiras do oeste";0;0;"1101468"
"3794";"pindaí";0;0;"2924504"
"3795";"pindamonhangaba";0;0;"3538006"
"3796";"pindaré-mirim";0;0;"2108504"
"3797";"pindoba";0;0;"2707008"
"3798";"pindobaçu";0;0;"2924603"
"3799";"pindorama";0;0;"3538105"
"3800";"pindorama do tocantins";0;0;"1717008"
"3801";"pindoretama";0;0;"2310852"
"3802";"pingo d'água";0;0;"3150539"
"3803";"pinhais";0;0;"4119152"
"3804";"pinhal";0;0;"4314456"
"3805";"pinhal da serra";0;0;"4314464"
"3806";"pinhal de são bento";0;0;"4119251"
"3807";"pinhal grande";0;0;"4314472"
"3808";"pinhalão";0;0;"4119202"
"3809";"pinhalzinho";0;0;"3538204"
"3810";"pinhalzinho";0;0;"4212908"
"3811";"pinhão";0;0;"2805208"
"3812";"pinhão";0;0;"4119301"
"3813";"pinheiral";0;0;"3303955"
"3814";"pinheirinho do vale";0;0;"4314498"
"3815";"pinheiro";0;0;"2108603"
"3816";"pinheiro machado";0;0;"4314506"
"3817";"pinheiro preto";0;0;"4213005"
"3818";"pinheiros";0;0;"3204104"
"3819";"pintadas";0;0;"2924652"
"3820";"pinto bandeira";0;0;"4314548"
"3821";"pintópolis";0;0;"3150570"
"3822";"pio ix";0;0;"2208205"
"3823";"pio xii";0;0;"2108702"
"3824";"piquerobi";0;0;"3538303"
"3825";"piquet carneiro";0;0;"2310902"
"3826";"piquete";0;0;"3538501"
"3827";"piracaia";0;0;"3538600"
"3828";"piracanjuba";0;0;"5217104"
"3829";"piracema";0;0;"3150604"
"3830";"piracicaba";0;0;"3538709"
"3831";"piracuruca";0;0;"2208304"
"3832";"piraí";0;0;"3304003"
"3833";"piraí do norte";0;0;"2924678"
"3834";"piraí do sul";0;0;"4119400"
"3835";"piraju";0;0;"3538808"
"3836";"pirajuba";0;0;"3150703"
"3837";"pirajuí";0;0;"3538907"
"3838";"pirambu";0;0;"2805307"
"3839";"piranga";0;0;"3150802"
"3840";"pirangi";0;0;"3539004"
"3841";"piranguçu";0;0;"3150901"
"3842";"piranguinho";0;0;"3151008"
"3843";"piranhas";0;0;"2707107"
"3844";"piranhas";0;0;"5217203"
"3845";"pirapemas";0;0;"2108801"
"3846";"pirapetinga";0;0;"3151107"
"3847";"pirapó";0;0;"4314555"
"3848";"pirapora";0;0;"3151206"
"3849";"pirapora do bom jesus";0;0;"3539103"
"3850";"pirapozinho";0;0;"3539202"
"3851";"piraquara";0;0;"4119509"
"3852";"piraquê";0;0;"1717206"
"3853";"pirassununga";0;0;"3539301"
"3854";"piratini";0;0;"4314605"
"3855";"piratininga";0;0;"3539400"
"3856";"piratuba";0;0;"4213104"
"3857";"piraúba";0;0;"3151305"
"3858";"pirenópolis";0;0;"5217302"
"3859";"pires do rio";0;0;"5217401"
"3860";"pires ferreira";0;0;"2310951"
"3861";"piripá";0;0;"2924702"
"3862";"piripiri";0;0;"2208403"
"3863";"piritiba";0;0;"2924801"
"3864";"pirpirituba";0;0;"2511806"
"3865";"pitanga";0;0;"4119608"
"3866";"pitangueiras";0;0;"3539509"
"3867";"pitangueiras";0;0;"4119657"
"3868";"pitangui";0;0;"3151404"
"3869";"pitimbu";0;0;"2511905"
"3870";"pium";0;0;"1717503"
"3871";"piúma";0;0;"3204203"
"3872";"piumhi";0;0;"3151503"
"3873";"placas";0;0;"1505650"
"3874";"plácido de castro";0;0;"1200385"
"3875";"planaltina";0;0;"5217609"
"3876";"planaltina do paraná";0;0;"4119707"
"3877";"planaltino";0;0;"2924900"
"3878";"planalto";0;0;"2925006"
"3879";"planalto";0;0;"3539608"
"3880";"planalto";0;0;"4119806"
"3881";"planalto";0;0;"4314704"
"3882";"planalto alegre";0;0;"4213153"
"3883";"planalto da serra";0;0;"5106455"
"3884";"planura";0;0;"3151602"
"3885";"platina";0;0;"3539707"
"3886";"poá";0;0;"3539806"
"3887";"poção";0;0;"2611200"
"3888";"poção de pedras";0;0;"2108900"
"3889";"pocinhos";0;0;"2512002"
"3890";"poço branco";0;0;"2410108"
"3891";"poço dantas";0;0;"2512036"
"3892";"poço das antas";0;0;"4314753"
"3893";"poço das trincheiras";0;0;"2707206"
"3894";"poço de josé de moura";0;0;"2512077"
"3895";"poço fundo";0;0;"3151701"
"3896";"poço redondo";0;0;"2805406"
"3897";"poço verde";0;0;"2805505"
"3898";"poções";0;0;"2925105"
"3899";"poconé";0;0;"5106505"
"3900";"poços de caldas";0;0;"3151800"
"3901";"pocrane";0;0;"3151909"
"3902";"pojuca";0;0;"2925204"
"3903";"poloni";0;0;"3539905"
"3904";"pombal";0;0;"2512101"
"3905";"pombos";0;0;"2611309"
"3906";"pomerode";0;0;"4213203"
"3907";"pompéia";0;0;"3540002"
"3908";"pompéu";0;0;"3152006"
"3909";"pongaí";0;0;"3540101"
"3910";"ponta de pedras";0;0;"1505700"
"3911";"ponta grossa";67;0;"4119905"
"3912";"ponta porã";0;0;"5006606"
"3913";"pontal";0;0;"3540200"
"3914";"pontal do araguaia";0;0;"5106653"
"3915";"pontal do paraná";0;0;"4119954"
"3916";"pontalina";0;0;"5217708"
"3917";"pontalinda";0;0;"3540259"
"3918";"pontão";0;0;"4314779"
"3919";"ponte alta";0;0;"4213302"
"3920";"ponte alta do bom jesus";0;0;"1717800"
"3921";"ponte alta do norte";0;0;"4213351"
"3922";"ponte alta do tocantins";0;0;"1717909"
"3923";"ponte branca";0;0;"5106703"
"3924";"ponte nova";0;0;"3152105"
"3925";"ponte preta";0;0;"4314787"
"3926";"ponte serrada";0;0;"4213401"
"3927";"pontes e lacerda";7;0;"5106752"
"3928";"pontes gestal";0;0;"3540309"
"3929";"ponto belo";0;0;"3204252"
"3930";"ponto chique";0;0;"3152131"
"3931";"ponto dos volantes";0;0;"3152170"
"3932";"ponto novo";0;0;"2925253"
"3933";"populina";0;0;"3540408"
"3934";"poranga";0;0;"2311009"
"3935";"porangaba";0;0;"3540507"
"3936";"porangatu";0;0;"5218003"
"3937";"porciúncula";0;0;"3304102"
"3938";"porecatu";0;0;"4120002"
"3939";"portalegre";0;0;"2410207"
"3940";"portão";0;0;"4314803"
"3941";"porteirão";0;0;"5218052"
"3942";"porteiras";0;0;"2311108"
"3943";"porteirinha";0;0;"3152204"
"3944";"portel";0;0;"1505809"
"3945";"portelândia";0;0;"5218102"
"3946";"porto";0;0;"2208502"
"3947";"porto acre";0;0;"1200807"
"3948";"porto alegre";2533;207;"4314902"
"3949";"porto alegre do norte";0;0;"5106778"
"3950";"porto alegre do piauí";0;0;"2208551"
"3951";"porto alegre do tocantins";0;0;"1718006"
"3952";"porto amazonas";0;0;"4120101"
"3953";"porto barreiro";0;0;"4120150"
"3954";"porto belo";0;0;"4213500"
"3955";"porto calvo";0;0;"2707305"
"3956";"porto da folha";0;0;"2805604"
"3957";"porto de moz";6;0;"1505908"
"3958";"porto de pedras";0;0;"2707404"
"3959";"porto do mangue";0;0;"2410256"
"3960";"porto dos gaúchos";0;0;"5106802"
"3961";"porto esperidião";0;0;"5106828"
"3962";"porto estrela";0;0;"5106851"
"3963";"porto feliz";0;0;"3540606"
"3964";"porto ferreira";0;0;"3540705"
"3965";"porto firme";0;0;"3152303"
"3966";"porto franco";0;0;"2109007"
"3967";"porto grande";0;0;"1600535"
"3968";"porto lucena";0;0;"4315008"
"3969";"porto mauá";0;0;"4315057"
"3970";"porto murtinho";0;0;"5006903"
"3971";"porto nacional";0;0;"1718204"
"3972";"porto real";0;0;"3304110"
"3973";"porto real do colégio";0;0;"2707503"
"3974";"porto rico";0;0;"4120200"
"3975";"porto rico do maranhão";0;0;"2109056"
"3976";"porto seguro";628;21;"2925303"
"3977";"porto união";0;0;"4213609"
"3978";"porto velho";200;0;"1100205"
"3979";"porto vera cruz";0;0;"4315073"
"3980";"porto vitória";0;0;"4120309"
"3981";"porto walter";0;0;"1200393"
"3982";"porto xavier";0;0;"4315107"
"3983";"posse";0;0;"5218300"
"3984";"poté";0;0;"3152402"
"3985";"potengi";0;0;"2311207"
"3986";"potim";0;0;"3540754"
"3987";"potiraguá";0;0;"2925402"
"3988";"potirendaba";0;0;"3540804"
"3989";"potiretama";0;0;"2311231"
"3990";"pouso alegre";0;0;"3152501"
"3991";"pouso alto";0;0;"3152600"
"3992";"pouso novo";0;0;"4315131"
"3993";"pouso redondo";0;0;"4213708"
"3994";"poxoréu";0;0;"5107008"
"3995";"pracinha";0;0;"3540853"
"3996";"pracuúba";0;0;"1600550"
"3997";"prado";0;0;"2925501"
"3998";"prado ferreira";0;0;"4120333"
"3999";"pradópolis";0;0;"3540903"
"4000";"prados";0;0;"3152709"
"4001";"praia grande";0;0;"3541000"
"4002";"praia grande";0;0;"4213807"
"4003";"praia norte";0;0;"1718303"
"4004";"prainha";0;0;"1506005"
"4005";"pranchita";0;0;"4120358"
"4006";"prata";0;0;"2512200"
"4007";"prata";0;0;"3152808"
"4008";"prata do piauí";0;0;"2208601"
"4009";"pratânia";0;0;"3541059"
"4010";"pratápolis";0;0;"3152907"
"4011";"pratinha";0;0;"3153004"
"4012";"presidente alves";0;0;"3541109"
"4013";"presidente bernardes";0;0;"3153103"
"4014";"presidente bernardes";0;0;"3541208"
"4015";"presidente castello branco";0;0;"4213906"
"4016";"presidente castelo branco";0;0;"4120408"
"4017";"presidente dutra";0;0;"2109106"
"4018";"presidente dutra";0;0;"2925600"
"4019";"presidente epitácio";0;0;"3541307"
"4020";"presidente figueiredo";0;0;"1303536"
"4021";"presidente getúlio";0;0;"4214003"
"4022";"presidente jânio quadros";0;0;"2925709"
"4023";"presidente juscelino";0;0;"2109205"
"4024";"presidente juscelino";0;0;"3153202"
"4025";"presidente kennedy";0;0;"1718402"
"4026";"presidente kennedy";0;0;"3204302"
"4027";"presidente kubitschek";0;0;"3153301"
"4028";"presidente lucena";0;0;"4315149"
"4029";"presidente médici";0;0;"1100254"
"4030";"presidente médici";0;0;"2109239"
"4031";"presidente nereu";0;0;"4214102"
"4032";"presidente olegário";0;0;"3153400"
"4033";"presidente prudente";108;0;"3541406"
"4034";"presidente sarney";0;0;"2109270"
"4035";"presidente tancredo neves";0;0;"2925758"
"4036";"presidente vargas";0;0;"2109304"
"4037";"presidente venceslau";0;0;"3541505"
"4038";"primavera";0;0;"1506104"
"4039";"primavera";0;0;"2611408"
"4040";"primavera de rondônia";0;0;"1101476"
"4041";"primavera do leste";14;0;"5107040"
"4042";"primeira cruz";0;0;"2109403"
"4043";"primeiro de maio";0;0;"4120507"
"4044";"princesa";0;0;"4214151"
"4045";"princesa isabel";0;0;"2512309"
"4046";"professor jamil";0;0;"5218391"
"4047";"progresso";0;0;"4315156"
"4048";"promissão";0;0;"3541604"
"4049";"propriá";0;0;"2805703"
"4050";"protásio alves";0;0;"4315172"
"4051";"prudente de morais";0;0;"3153608"
"4052";"prudentópolis";0;0;"4120606"
"4053";"pugmil";0;0;"1718451"
"4054";"pureza";0;0;"2410405"
"4055";"putinga";0;0;"4315206"
"4056";"puxinanã";0;0;"2512408"
"4057";"quadra";0;0;"3541653"
"4058";"quaraí";0;0;"4315305"
"4059";"quartel geral";0;0;"3153707"
"4060";"quarto centenário";0;0;"4120655"
"4061";"quatá";0;0;"3541703"
"4062";"quatiguá";0;0;"4120705"
"4063";"quatipuru";0;0;"1506112"
"4064";"quatis";0;0;"3304128"
"4065";"quatro barras";0;0;"4120804"
"4066";"quatro irmãos";0;0;"4315313"
"4067";"quatro pontes";0;0;"4120853"
"4068";"quebrangulo";0;0;"2707602"
"4069";"quedas do iguaçu";0;0;"4120903"
"4070";"queimada nova";0;0;"2208650"
"4071";"queimadas";0;0;"2512507"
"4072";"queimadas";0;0;"2925808"
"4073";"queimados";0;0;"3304144"
"4074";"queiroz";0;0;"3541802"
"4075";"queluz";0;0;"3541901"
"4076";"queluzito";0;0;"3153806"
"4077";"querência";0;0;"5107065"
"4078";"querência do norte";0;0;"4121000"
"4079";"quevedos";0;0;"4315321"
"4080";"quijingue";0;0;"2925907"
"4081";"quilombo";0;0;"4214201"
"4082";"quinta do sol";0;0;"4121109"
"4083";"quintana";0;0;"3542008"
"4084";"quinze de novembro";0;0;"4315354"
"4085";"quipapá";0;0;"2611507"
"4086";"quirinópolis";0;0;"5218508"
"4087";"quissamã";0;0;"3304151"
"4088";"quitandinha";0;0;"4121208"
"4089";"quiterianópolis";0;0;"2311264"
"4090";"quixaba";0;0;"2512606"
"4091";"quixaba";0;0;"2611533"
"4092";"quixabeira";0;0;"2925931"
"4093";"quixadá";0;0;"2311306"
"4094";"quixelô";0;0;"2311355"
"4095";"quixeramobim";0;0;"2311405"
"4096";"quixeré";0;0;"2311504"
"4097";"rafael fernandes";0;0;"2410504"
"4098";"rafael godeiro";0;0;"2410603"
"4099";"rafael jambeiro";0;0;"2925956"
"4100";"rafard";0;0;"3542107"
"4101";"ramilândia";0;0;"4121257"
"4102";"rancharia";0;0;"3542206"
"4103";"rancho alegre";0;0;"4121307"
"4104";"rancho alegre d'oeste";0;0;"4121356"
"4105";"rancho queimado";0;0;"4214300"
"4106";"raposa";0;0;"2109452"
"4107";"raposos";0;0;"3153905"
"4108";"raul soares";0;0;"3154002"
"4109";"realeza";0;0;"4121406"
"4110";"rebouças";0;0;"4121505"
"4111";"recife";2789;113;"2611606"
"4112";"recreio";0;0;"3154101"
"4113";"recursolândia";0;0;"1718501"
"4114";"redenção";0;0;"1506138"
"4115";"redenção";0;0;"2311603"
"4116";"redenção da serra";0;0;"3542305"
"4117";"redenção do gurguéia";0;0;"2208700"
"4118";"redentora";0;0;"4315404"
"4119";"reduto";0;0;"3154150"
"4120";"regeneração";0;0;"2208809"
"4121";"regente feijó";0;0;"3542404"
"4122";"reginópolis";0;0;"3542503"
"4123";"registro";0;0;"3542602"
"4124";"relvado";0;0;"4315453"
"4125";"remanso";0;0;"2926004"
"4126";"remígio";0;0;"2512705"
"4127";"renascença";0;0;"4121604"
"4128";"reriutaba";0;0;"2311702"
"4129";"resende";0;0;"3304201"
"4130";"resende costa";0;0;"3154200"
"4131";"reserva";0;0;"4121703"
"4132";"reserva do cabaçal";0;0;"5107156"
"4133";"reserva do iguaçu";0;0;"4121752"
"4134";"resplendor";0;0;"3154309"
"4135";"ressaquinha";0;0;"3154408"
"4136";"restinga";0;0;"3542701"
"4137";"restinga sêca";0;0;"4315503"
"4138";"retirolândia";0;0;"2926103"
"4139";"riachão";0;0;"2109502"
"4140";"riachão";0;0;"2512747"
"4141";"riachão das neves";0;0;"2926202"
"4142";"riachão do bacamarte";0;0;"2512754"
"4143";"riachão do dantas";0;0;"2805802"
"4144";"riachão do jacuípe";0;0;"2926301"
"4145";"riachão do poço";0;0;"2512762"
"4146";"riachinho";0;0;"1718550"
"4147";"riachinho";0;0;"3154457"
"4148";"riacho da cruz";0;0;"2410702"
"4149";"riacho das almas";0;0;"2611705"
"4150";"riacho de santana";0;0;"2410801"
"4151";"riacho de santana";0;0;"2926400"
"4152";"riacho de santo antônio";0;0;"2512788"
"4153";"riacho dos cavalos";0;0;"2512804"
"4154";"riacho dos machados";0;0;"3154507"
"4155";"riacho frio";0;0;"2208858"
"4156";"riachuelo";0;0;"2410900"
"4157";"riachuelo";0;0;"2805901"
"4158";"rialma";0;0;"5218607"
"4159";"rianápolis";0;0;"5218706"
"4160";"ribamar fiquene";0;0;"2109551"
"4161";"ribas do rio pardo";0;0;"5007109"
"4162";"ribeira";0;0;"3542800"
"4163";"ribeira do amparo";0;0;"2926509"
"4164";"ribeira do piauí";0;0;"2208874"
"4165";"ribeira do pombal";0;0;"2926608"
"4166";"ribeirão";0;0;"2611804"
"4167";"ribeirão bonito";0;0;"3542909"
"4168";"ribeirão branco";0;0;"3543006"
"4169";"ribeirão cascalheira";0;0;"5107180"
"4170";"ribeirão claro";0;0;"4121802"
"4171";"ribeirão corrente";0;0;"3543105"
"4172";"ribeirão das neves";0;0;"3154606"
"4173";"ribeirão do largo";0;0;"2926657"
"4174";"ribeirão do pinhal";0;0;"4121901"
"4175";"ribeirão do sul";0;0;"3543204"
"4176";"ribeirão dos índios";0;0;"3543238"
"4177";"ribeirão grande";0;0;"3543253"
"4178";"ribeirão pires";0;0;"3543303"
"4179";"ribeirão preto";645;0;"3543402"
"4180";"ribeirão vermelho";0;0;"3154705"
"4181";"ribeirãozinho";0;0;"5107198"
"4182";"ribeiro gonçalves";0;0;"2208908"
"4183";"ribeirópolis";0;0;"2806008"
"4184";"rifaina";0;0;"3543600"
"4185";"rincão";0;0;"3543709"
