"";"Município";"dom";"int";"cod_mun"
"2928";"marapoama";0;0;"3528858"
"2929";"maratá";0;0;"4311791"
"2930";"marataízes";0;0;"3203320"
"2931";"marau";0;0;"4311809"
"2932";"maraú";0;0;"2920700"
"2933";"maravilha";0;0;"2704609"
"2934";"maravilha";0;0;"4210506"
"2935";"maravilhas";0;0;"3139706"
"2936";"marcação";0;0;"2509057"
"2937";"marcelândia";0;0;"5105580"
"2938";"marcelino ramos";0;0;"4311908"
"2939";"marcelino vieira";0;0;"2407302"
"2940";"marcionílio souza";0;0;"2920809"
"2941";"marco";0;0;"2307809"
"2942";"marcolândia";0;0;"2205953"
"2943";"marcos parente";0;0;"2206001"
"2944";"marechal cândido rondon";0;0;"4114609"
"2945";"marechal deodoro";0;0;"2704708"
"2946";"marechal floriano";0;0;"3203346"
"2947";"marechal thaumaturgo";0;0;"1200351"
"2948";"marema";0;0;"4210555"
"2949";"mari";0;0;"2509107"
"2950";"maria da fé";0;0;"3139904"
"2951";"maria helena";0;0;"4114708"
"2952";"marialva";0;0;"4114807"
"2953";"mariana";0;0;"3140001"
"2954";"mariana pimentel";0;0;"4311981"
"2955";"mariano moro";0;0;"4312005"
"2956";"marianópolis do tocantins";0;0;"1712504"
"2957";"mariápolis";0;0;"3528908"
"2958";"maribondo";0;0;"2704807"
"2959";"maricá";0;0;"3302700"
"2960";"marilac";0;0;"3140100"
"2961";"marilândia";0;0;"3203353"
"2962";"marilândia do sul";0;0;"4114906"
"2963";"marilena";0;0;"4115002"
"2964";"marília";68;0;"3529005"
"2965";"mariluz";0;0;"4115101"
"2966";"maringá";303;0;"4115200"
"2967";"marinópolis";0;0;"3529104"
"2968";"mário campos";0;0;"3140159"
"2969";"mariópolis";0;0;"4115309"
"2970";"maripá";0;0;"4115358"
"2971";"maripá de minas";0;0;"3140209"
"2972";"marituba";0;0;"1504422"
"2973";"marizópolis";0;0;"2509156"
"2974";"marliéria";0;0;"3140308"
"2975";"marmeleiro";0;0;"4115408"
"2976";"marmelópolis";0;0;"3140407"
"2977";"marques de souza";0;0;"4312054"
"2978";"marquinho";0;0;"4115457"
"2979";"martinho campos";0;0;"3140506"
"2980";"martinópole";0;0;"2307908"
"2981";"martinópolis";0;0;"3529203"
"2982";"martins";0;0;"2407401"
"2983";"martins soares";0;0;"3140530"
"2984";"maruim";0;0;"2804003"
"2985";"marumbi";0;0;"4115507"
"2986";"marzagão";0;0;"5212907"
"2987";"mascote";0;0;"2920908"
"2988";"massapê";0;0;"2308005"
"2989";"massapê do piauí";0;0;"2206050"
"2990";"massaranduba";0;0;"2509206"
"2991";"massaranduba";0;0;"4210605"
"2992";"mata";0;0;"4312104"
"2993";"mata de são joão";0;0;"2921005"
"2994";"mata grande";0;0;"2705002"
"2995";"mata roma";0;0;"2106409"
"2996";"mata verde";0;0;"3140555"
"2997";"matão";0;0;"3529302"
"2998";"mataraca";0;0;"2509305"
"2999";"mateiros";0;0;"1712702"
"3000";"matelândia";0;0;"4115606"
"3001";"materlândia";0;0;"3140605"
"3002";"mateus leme";0;0;"3140704"
"3003";"mathias lobato";0;0;"3171501"
"3004";"matias barbosa";0;0;"3140803"
"3005";"matias cardoso";0;0;"3140852"
"3006";"matias olímpio";0;0;"2206100"
"3007";"matina";0;0;"2921054"
"3008";"matinha";0;0;"2106508"
"3009";"matinhas";0;0;"2509339"
"3010";"matinhos";0;0;"4115705"
"3011";"matipó";0;0;"3140902"
"3012";"mato castelhano";0;0;"4312138"
"3013";"mato grosso";0;0;"2509370"
"3014";"mato leitão";0;0;"4312153"
"3015";"mato queimado";0;0;"4312179"
"3016";"mato rico";0;0;"4115739"
"3017";"mato verde";0;0;"3141009"
"3018";"matões";0;0;"2106607"
"3019";"matões do norte";0;0;"2106631"
"3020";"matos costa";0;0;"4210704"
"3021";"matozinhos";0;0;"3141108"
"3022";"matrinchã";0;0;"5212956"
"3023";"matriz de camaragibe";0;0;"2705101"
"3024";"matupá";0;0;"5105606"
"3025";"maturéia";0;0;"2509396"
"3026";"matutina";0;0;"3141207"
"3027";"mauá";0;0;"3529401"
"3028";"mauá da serra";0;0;"4115754"
"3029";"maués";10;0;"1302900"
"3030";"maurilândia";0;0;"5213004"
"3031";"maurilândia do tocantins";0;0;"1712801"
"3032";"mauriti";0;0;"2308104"
"3033";"maxaranguape";0;0;"2407500"
"3034";"maximiliano de almeida";0;0;"4312203"
"3035";"mazagão";0;0;"1600402"
"3036";"medeiros";0;0;"3141306"
"3037";"medeiros neto";0;0;"2921104"
"3038";"medianeira";0;0;"4115804"
"3039";"medicilândia";0;0;"1504455"
"3040";"medina";0;0;"3141405"
"3041";"meleiro";0;0;"4210803"
"3042";"melgaço";0;0;"1504505"
"3043";"mendes";0;0;"3302809"
"3044";"mendes pimentel";0;0;"3141504"
"3045";"mendonça";0;0;"3529500"
"3046";"mercedes";0;0;"4115853"
"3047";"mercês";0;0;"3141603"
"3048";"meridiano";0;0;"3529609"
"3049";"meruoca";0;0;"2308203"
"3050";"mesópolis";0;0;"3529658"
"3051";"mesquita";0;0;"3141702"
"3052";"mesquita";0;0;"3302858"
"3053";"messias";0;0;"2705200"
"3054";"messias targino";0;0;"2407609"
"3055";"miguel alves";0;0;"2206209"
"3056";"miguel calmon";0;0;"2921203"
"3057";"miguel leão";0;0;"2206308"
"3058";"miguel pereira";0;0;"3302908"
"3059";"miguelópolis";0;0;"3529708"
"3060";"milagres";0;0;"2308302"
"3061";"milagres";0;0;"2921302"
"3062";"milagres do maranhão";0;0;"2106672"
"3063";"milhã";0;0;"2308351"
"3064";"milton brandão";0;0;"2206357"
"3065";"mimoso de goiás";0;0;"5213053"
"3066";"mimoso do sul";0;0;"3203403"
"3067";"minaçu";0;0;"5213087"
"3068";"minador do negrão";0;0;"2705309"
"3069";"minas do leão";0;0;"4312252"
"3070";"minas novas";0;0;"3141801"
"3071";"minduri";0;0;"3141900"
"3072";"mineiros";0;0;"5213103"
"3073";"mineiros do tietê";0;0;"3529807"
"3074";"ministro andreazza";0;0;"1101203"
"3075";"mira estrela";0;0;"3530003"
"3076";"mirabela";0;0;"3142007"
"3077";"miracatu";0;0;"3529906"
"3078";"miracema";0;0;"3303005"
"3079";"miracema do tocantins";0;0;"1713205"
"3080";"mirador";0;0;"2106706"
"3081";"mirador";0;0;"4115903"
"3082";"miradouro";0;0;"3142106"
"3083";"miraguaí";0;0;"4312302"
"3084";"miraí";0;0;"3142205"
"3085";"miraíma";0;0;"2308377"
"3086";"miranda";0;0;"5005608"
"3087";"miranda do norte";0;0;"2106755"
"3088";"mirandiba";0;0;"2609303"
"3089";"mirandópolis";0;0;"3530102"
"3090";"mirangaba";0;0;"2921401"
"3091";"miranorte";0;0;"1713304"
"3092";"mirante";0;0;"2921450"
"3093";"mirante da serra";0;0;"1101302"
"3094";"mirante do paranapanema";0;0;"3530201"
"3095";"miraselva";0;0;"4116000"
"3096";"mirassol";0;0;"3530300"
"3097";"mirassol d'oeste";0;0;"5105622"
"3098";"mirassolândia";0;0;"3530409"
"3099";"miravânia";0;0;"3142254"
"3100";"mirim doce";0;0;"4210852"
"3101";"mirinzal";0;0;"2106805"
"3102";"missal";0;0;"4116059"
"3103";"missão velha";0;0;"2308401"
"3104";"mocajuba";0;0;"1504604"
"3105";"mococa";0;0;"3530508"
"3106";"modelo";0;0;"4210902"
"3107";"moeda";0;0;"3142304"
"3108";"moema";0;0;"3142403"
"3109";"mogeiro";0;0;"2509404"
"3110";"mogi das cruzes";0;0;"3530607"
"3111";"mogi guaçu";0;0;"3530706"
"3112";"mogi mirim";0;0;"3530805"
"3113";"moiporá";0;0;"5213400"
"3114";"moita bonita";0;0;"2804102"
"3115";"moju";0;0;"1504703"
"3116";"mojuí dos campos";0;0;"1504752"
"3117";"mombaça";0;0;"2308500"
"3118";"mombuca";0;0;"3530904"
"3119";"monção";0;0;"2106904"
"3120";"monções";0;0;"3531001"
"3121";"mondaí";0;0;"4211009"
"3122";"mongaguá";0;0;"3531100"
"3123";"monjolos";0;0;"3142502"
"3124";"monsenhor gil";0;0;"2206407"
"3125";"monsenhor hipólito";0;0;"2206506"
"3126";"monsenhor paulo";0;0;"3142601"
"3127";"monsenhor tabosa";0;0;"2308609"
"3128";"montadas";0;0;"2509503"
"3129";"montalvânia";0;0;"3142700"
"3130";"montanha";0;0;"3203502"
"3131";"montanhas";0;0;"2407708"
"3132";"montauri";0;0;"4312351"
"3133";"monte alegre";0;0;"1504802"
"3134";"monte alegre";0;0;"2407807"
"3135";"monte alegre de goiás";0;0;"5213509"
"3136";"monte alegre de minas";0;0;"3142809"
"3137";"monte alegre de sergipe";0;0;"2804201"
"3138";"monte alegre do piauí";0;0;"2206605"
"3139";"monte alegre do sul";0;0;"3531209"
"3140";"monte alegre dos campos";0;0;"4312377"
"3141";"monte alto";0;0;"3531308"
"3142";"monte aprazível";0;0;"3531407"
"3143";"monte azul";0;0;"3142908"
"3144";"monte azul paulista";0;0;"3531506"
"3145";"monte belo";0;0;"3143005"
"3146";"monte belo do sul";0;0;"4312385"
"3147";"monte carlo";0;0;"4211058"
"3148";"monte carmelo";0;0;"3143104"
"3149";"monte castelo";0;0;"3531605"
"3150";"monte castelo";0;0;"4211108"
"3151";"monte das gameleiras";0;0;"2407906"
"3152";"monte do carmo";0;0;"1713601"
"3153";"monte formoso";0;0;"3143153"
"3154";"monte horebe";0;0;"2509602"
"3155";"monte mor";0;0;"3531803"
"3156";"monte negro";0;0;"1101401"
"3157";"monte santo";0;0;"2921500"
"3158";"monte santo de minas";0;0;"3143203"
"3159";"monte santo do tocantins";0;0;"1713700"
"3160";"monte sião";0;0;"3143401"
"3161";"monteiro";0;0;"2509701"
"3162";"monteiro lobato";0;0;"3531704"
"3163";"monteirópolis";0;0;"2705408"
"3164";"montenegro";0;0;"4312401"
"3165";"montes altos";0;0;"2107001"
"3166";"montes claros";126;0;"3143302"
"3167";"montes claros de goiás";0;0;"5213707"
"3168";"montezuma";0;0;"3143450"
"3169";"montividiu";0;0;"5213756"
"3170";"montividiu do norte";0;0;"5213772"
"3171";"morada nova";0;0;"2308708"
"3172";"morada nova de minas";0;0;"3143500"
"3173";"moraújo";0;0;"2308807"
"3174";"moreilândia";0;0;"2614303"
"3175";"moreira sales";0;0;"4116109"
"3176";"moreno";0;0;"2609402"
"3177";"mormaço";0;0;"4312427"
"3178";"morpará";0;0;"2921609"
"3179";"morretes";0;0;"4116208"
"3180";"morrinhos";0;0;"2308906"
"3181";"morrinhos";0;0;"5213806"
"3182";"morrinhos do sul";0;0;"4312443"
"3183";"morro agudo";0;0;"3531902"
"3184";"morro agudo de goiás";0;0;"5213855"
"3185";"morro cabeça no tempo";0;0;"2206654"
"3186";"morro da fumaça";0;0;"4211207"
"3187";"morro da garça";0;0;"3143609"
"3188";"morro do chapéu";0;0;"2921708"
"3189";"morro do chapéu do piauí";0;0;"2206670"
"3190";"morro do pilar";0;0;"3143708"
"3191";"morro grande";0;0;"4211256"
"3192";"morro redondo";0;0;"4312450"
"3193";"morro reuter";0;0;"4312476"
"3194";"morros";0;0;"2107100"
"3195";"mortugaba";0;0;"2921807"
"3196";"morungaba";0;0;"3532009"
"3197";"mossâmedes";0;0;"5213905"
"3198";"mossoró";27;0;"2408003"
"3199";"mostardas";0;0;"4312500"
"3200";"motuca";0;0;"3532058"
"3201";"mozarlândia";0;0;"5214002"
"3202";"muaná";0;0;"1504901"
"3203";"mucajaí";0;0;"1400308"
"3204";"mucambo";0;0;"2309003"
"3205";"mucugê";0;0;"2921906"
"3206";"muçum";0;0;"4312609"
"3207";"mucuri";0;0;"2922003"
"3208";"mucurici";0;0;"3203601"
"3209";"muitos capões";0;0;"4312617"
"3210";"muliterno";0;0;"4312625"
"3211";"mulungu";0;0;"2309102"
"3212";"mulungu";0;0;"2509800"
"3213";"mulungu do morro";0;0;"2922052"
"3214";"mundo novo";0;0;"2922102"
"3215";"mundo novo";0;0;"5214051"
"3216";"mundo novo";0;0;"5005681"
"3217";"munhoz";0;0;"3143807"
"3218";"munhoz de melo";0;0;"4116307"
"3219";"muniz ferreira";0;0;"2922201"
"3220";"muniz freire";0;0;"3203700"
"3221";"muquém do são francisco";0;0;"2922250"
"3222";"muqui";0;0;"3203809"
"3223";"muriaé";0;0;"3143906"
"3224";"muribeca";0;0;"2804300"
"3225";"murici";0;0;"2705507"
"3226";"murici dos portelas";0;0;"2206696"
"3227";"muricilândia";0;0;"1713957"
"3228";"muritiba";0;0;"2922300"
"3229";"murutinga do sul";0;0;"3532108"
"3230";"mutuípe";0;0;"2922409"
"3231";"mutum";0;0;"3144003"
"3232";"mutunópolis";0;0;"5214101"
"3233";"muzambinho";0;0;"3144102"
"3234";"nacip raydan";0;0;"3144201"
"3235";"nantes";0;0;"3532157"
"3236";"nanuque";0;0;"3144300"
"3237";"não-me-toque";0;0;"4312658"
"3238";"naque";0;0;"3144359"
"3239";"narandiba";0;0;"3532207"
"3240";"natal";689;39;"2408102"
"3241";"natalândia";0;0;"3144375"
"3242";"natércia";0;0;"3144409"
"3243";"natividade";0;0;"1714203"
"3244";"natividade";0;0;"3303104"
"3245";"natividade da serra";0;0;"3532306"
"3246";"natuba";0;0;"2509909"
"3247";"navegantes";623;0;"4211306"
"3248";"naviraí";0;0;"5005707"
"3249";"nazaré";0;0;"1714302"
"3250";"nazaré";0;0;"2922508"
"3251";"nazaré da mata";0;0;"2609501"
"3252";"nazaré do piauí";0;0;"2206704"
"3253";"nazaré paulista";0;0;"3532405"
"3254";"nazareno";0;0;"3144508"
"3255";"nazarezinho";0;0;"2510006"
"3256";"nazária";0;0;"2206720"
"3257";"nazário";0;0;"5214408"
"3258";"neópolis";0;0;"2804409"
"3259";"nepomuceno";0;0;"3144607"
"3260";"nerópolis";0;0;"5214507"
"3261";"neves paulista";0;0;"3532504"
"3262";"nhamundá";0;0;"1303007"
"3263";"nhandeara";0;0;"3532603"
"3264";"nicolau vergueiro";0;0;"4312674"
"3265";"nilo peçanha";0;0;"2922607"
"3266";"nilópolis";0;0;"3303203"
"3267";"nina rodrigues";0;0;"2107209"
"3268";"ninheira";0;0;"3144656"
"3269";"nioaque";0;0;"5005806"
"3270";"nipoã";0;0;"3532702"
"3271";"niquelândia";0;0;"5214606"
"3272";"nísia floresta";0;0;"2408201"
"3273";"niterói";0;0;"3303302"
"3274";"nobres";0;0;"5105903"
"3275";"nonoai";0;0;"4312708"
"3276";"nordestina";0;0;"2922656"
"3277";"normandia";0;0;"1400407"
"3278";"nortelândia";0;0;"5106000"
"3279";"nossa senhora aparecida";0;0;"2804458"
"3280";"nossa senhora da glória";0;0;"2804508"
"3281";"nossa senhora das dores";0;0;"2804607"
"3282";"nossa senhora das graças";0;0;"4116406"
"3283";"nossa senhora de lourdes";0;0;"2804706"
"3284";"nossa senhora de nazaré";0;0;"2206753"
"3285";"nossa senhora do livramento";0;0;"5106109"
"3286";"nossa senhora do socorro";0;0;"2804805"
"3287";"nossa senhora dos remédios";0;0;"2206803"
"3288";"nova aliança";0;0;"3532801"
"3289";"nova aliança do ivaí";0;0;"4116505"
"3290";"nova alvorada";0;0;"4312757"
"3291";"nova alvorada do sul";0;0;"5006002"
"3292";"nova américa";0;0;"5214705"
"3293";"nova américa da colina";0;0;"4116604"
"3294";"nova andradina";0;0;"5006200"
"3295";"nova araçá";0;0;"4312807"
"3296";"nova aurora";0;0;"4116703"
"3297";"nova aurora";0;0;"5214804"
"3298";"nova bandeirantes";0;0;"5106158"
"3299";"nova bassano";0;0;"4312906"
"3300";"nova belém";0;0;"3144672"
"3301";"nova boa vista";0;0;"4312955"
"3302";"nova brasilândia";0;0;"5106208"
"3303";"nova brasilândia d'oeste";0;0;"1100148"
"3304";"nova bréscia";0;0;"4313003"
"3305";"nova campina";0;0;"3532827"
"3306";"nova canaã";0;0;"2922706"
"3307";"nova canaã do norte";0;0;"5106216"
"3308";"nova canaã paulista";0;0;"3532843"
"3309";"nova candelária";0;0;"4313011"
"3310";"nova cantu";0;0;"4116802"
"3311";"nova castilho";0;0;"3532868"
"3312";"nova colinas";0;0;"2107258"
"3313";"nova crixás";0;0;"5214838"
"3314";"nova cruz";0;0;"2408300"
"3315";"nova era";0;0;"3144706"
"3316";"nova erechim";0;0;"4211405"
"3317";"nova esperança";0;0;"4116901"
"3318";"nova esperança do piriá";0;0;"1504950"
"3319";"nova esperança do sudoeste";0;0;"4116950"
"3320";"nova esperança do sul";0;0;"4313037"
"3321";"nova europa";0;0;"3532900"
"3322";"nova fátima";0;0;"2922730"
"3323";"nova fátima";0;0;"4117008"
"3324";"nova floresta";0;0;"2510105"
"3325";"nova friburgo";0;0;"3303401"
"3326";"nova glória";0;0;"5214861"
"3327";"nova granada";0;0;"3533007"
"3328";"nova guarita";0;0;"5108808"
"3329";"nova guataporanga";0;0;"3533106"
"3330";"nova hartz";0;0;"4313060"
"3331";"nova ibiá";0;0;"2922755"
"3332";"nova iguaçu";0;0;"3303500"
"3333";"nova iguaçu de goiás";0;0;"5214879"
"3334";"nova independência";0;0;"3533205"
"3335";"nova iorque";0;0;"2107308"
"3336";"nova ipixuna";0;0;"1504976"
"3337";"nova itaberaba";0;0;"4211454"
"3338";"nova itarana";0;0;"2922805"
"3339";"nova lacerda";0;0;"5106182"
"3340";"nova laranjeiras";0;0;"4117057"
"3341";"nova lima";0;0;"3144805"
"3342";"nova londrina";0;0;"4117107"
"3343";"nova luzitânia";0;0;"3533304"
"3344";"nova mamoré";0;0;"1100338"
"3345";"nova marilândia";0;0;"5108857"
"3346";"nova maringá";0;0;"5108907"
"3347";"nova módica";0;0;"3144904"
"3348";"nova monte verde";0;0;"5108956"
"3349";"nova mutum";9;0;"5106224"
"3350";"nova nazaré";0;0;"5106174"
"3351";"nova odessa";0;0;"3533403"
"3352";"nova olímpia";0;0;"4117206"
"3353";"nova olímpia";0;0;"5106232"
"3354";"nova olinda";0;0;"1714880"
"3355";"nova olinda";0;0;"2309201"
"3356";"nova olinda";0;0;"2510204"
"3357";"nova olinda do maranhão";0;0;"2107357"
"3358";"nova olinda do norte";0;0;"1303106"
"3359";"nova pádua";0;0;"4313086"
"3360";"nova palma";0;0;"4313102"
"3361";"nova palmeira";0;0;"2510303"
"3362";"nova petrópolis";0;0;"4313201"
"3363";"nova ponte";0;0;"3145000"
"3364";"nova porteirinha";0;0;"3145059"
"3365";"nova prata";0;0;"4313300"
"3366";"nova prata do iguaçu";0;0;"4117255"
"3367";"nova ramada";0;0;"4313334"
"3368";"nova redenção";0;0;"2922854"
"3369";"nova resende";0;0;"3145109"
"3370";"nova roma";0;0;"5214903"
"3371";"nova roma do sul";0;0;"4313359"
"3372";"nova rosalândia";0;0;"1715002"
"3373";"nova russas";0;0;"2309300"
"3374";"nova santa bárbara";0;0;"4117214"
"3375";"nova santa helena";0;0;"5106190"
"3376";"nova santa rita";0;0;"2207959"
"3377";"nova santa rita";0;0;"4313375"
"3378";"nova santa rosa";0;0;"4117222"
"3379";"nova serrana";0;0;"3145208"
"3380";"nova soure";0;0;"2922904"
"3381";"nova tebas";0;0;"4117271"
"3382";"nova timboteua";0;0;"1505007"
"3383";"nova trento";0;0;"4211504"
"3384";"nova ubiratã";0;0;"5106240"
"3385";"nova união";0;0;"1101435"
"3386";"nova união";0;0;"3136603"
"3387";"nova venécia";0;0;"3203908"
"3388";"nova veneza";0;0;"4211603"
"3389";"nova veneza";0;0;"5215009"
"3390";"nova viçosa";0;0;"2923001"
"3391";"nova xavantina";0;0;"5106257"
"3392";"novais";0;0;"3533254"
"3393";"novo acordo";0;0;"1715101"
"3394";"novo airão";0;0;"1303205"
"3395";"novo alegre";0;0;"1715150"
"3396";"novo aripuanã";0;0;"1303304"
"3397";"novo barreiro";0;0;"4313490"
"3398";"novo brasil";0;0;"5215207"
"3399";"novo cabrais";0;0;"4313391"
"3400";"novo cruzeiro";0;0;"3145307"
"3401";"novo gama";0;0;"5215231"
"3402";"novo hamburgo";0;0;"4313409"
"3403";"novo horizonte";0;0;"2923035"
"3404";"novo horizonte";0;0;"3533502"
"3405";"novo horizonte";0;0;"4211652"
"3406";"novo horizonte do norte";0;0;"5106273"
"3407";"novo horizonte do oeste";0;0;"1100502"
"3408";"novo horizonte do sul";0;0;"5006259"
"3409";"novo itacolomi";0;0;"4117297"
"3410";"novo jardim";0;0;"1715259"
"3411";"novo lino";0;0;"2705606"
"3412";"novo machado";0;0;"4313425"
"3413";"novo mundo";0;0;"5106265"
"3414";"novo oriente";0;0;"2309409"
"3415";"novo oriente de minas";0;0;"3145356"
"3416";"novo oriente do piauí";0;0;"2206902"
"3417";"novo planalto";0;0;"5215256"
"3418";"novo progresso";0;0;"1505031"
"3419";"novo repartimento";0;0;"1505064"
"3420";"novo santo antônio";0;0;"2206951"
"3421";"novo santo antônio";0;0;"5106315"
"3422";"novo são joaquim";0;0;"5106281"
"3423";"novo tiradentes";0;0;"4313441"
"3424";"novo triunfo";0;0;"2923050"
"3425";"novo xingu";0;0;"4313466"
"3426";"novorizonte";0;0;"3145372"
"3427";"nuporanga";0;0;"3533601"
"3428";"óbidos";0;0;"1505106"
"3429";"ocara";0;0;"2309458"
"3430";"ocauçu";0;0;"3533700"
"3431";"oeiras";0;0;"2207009"
"3432";"oeiras do pará";0;0;"1505205"
"3433";"oiapoque";0;0;"1600501"
"3434";"olaria";0;0;"3145406"
"3435";"óleo";0;0;"3533809"
"3436";"olho d'água";0;0;"2510402"
"3437";"olho d'água das cunhãs";0;0;"2107407"
"3438";"olho d'água das flores";0;0;"2705705"
"3439";"olho d'água do borges";0;0;"2408409"
"3440";"olho d'água do casado";0;0;"2705804"
"3441";"olho d'água do piauí";0;0;"2207108"
"3442";"olho d'água grande";0;0;"2705903"
"3443";"olhos-d'água";0;0;"3145455"
"3444";"olímpia";0;0;"3533908"
"3445";"olímpio noronha";0;0;"3145505"
"3446";"olinda";0;0;"2609600"
"3447";"olinda nova do maranhão";0;0;"2107456"
"3448";"olindina";0;0;"2923100"
"3449";"olivedos";0;0;"2510501"
"3450";"oliveira";0;0;"3145604"
"3451";"oliveira de fátima";0;0;"1715507"
"3452";"oliveira dos brejinhos";0;0;"2923209"
"3453";"oliveira fortes";0;0;"3145703"
"3454";"olivença";0;0;"2706000"
"3455";"onça de pitangui";0;0;"3145802"
"3456";"onda verde";0;0;"3534005"
"3457";"oratórios";0;0;"3145851"
"3458";"oriente";0;0;"3534104"
"3459";"orindiúva";0;0;"3534203"
"3460";"oriximiná";3;0;"1505304"
"3461";"orizânia";0;0;"3145877"
"3462";"orizona";0;0;"5215306"
"3463";"orlândia";0;0;"3534302"
"3464";"orleans";0;0;"4211702"
"3465";"orobó";0;0;"2609709"
"3466";"orocó";0;0;"2609808"
"3467";"orós";0;0;"2309508"
"3468";"ortigueira";0;0;"4117305"
"3469";"osasco";0;0;"3534401"
"3470";"oscar bressane";0;0;"3534500"
"3471";"osório";0;0;"4313508"
"3472";"osvaldo cruz";0;0;"3534609"
"3473";"otacílio costa";0;0;"4211751"
"3474";"ourém";0;0;"1505403"
"3475";"ouriçangas";0;0;"2923308"
"3476";"ouricuri";0;0;"2609907"
"3477";"ourilândia do norte";0;0;"1505437"
"3478";"ourinhos";0;0;"3534708"
"3479";"ourizona";0;0;"4117404"
"3480";"ouro";0;0;"4211801"
"3481";"ouro branco";0;0;"2408508"
"3482";"ouro branco";0;0;"2706109"
"3483";"ouro branco";0;0;"3145901"
"3484";"ouro fino";0;0;"3146008"
"3485";"ouro preto";0;0;"3146107"
"3486";"ouro preto do oeste";0;0;"1100155"
"3487";"ouro velho";0;0;"2510600"
"3488";"ouro verde";0;0;"3534807"
"3489";"ouro verde";0;0;"4211850"
"3490";"ouro verde de goiás";0;0;"5215405"
"3491";"ouro verde de minas";0;0;"3146206"
"3492";"ouro verde do oeste";0;0;"4117453"
"3493";"ouroeste";0;0;"3534757"
"3494";"ourolândia";0;0;"2923357"
"3495";"ouvidor";0;0;"5215504"
"3496";"pacaembu";0;0;"3534906"
"3497";"pacajá";0;0;"1505486"
"3498";"pacajus";0;0;"2309607"
"3499";"pacaraima";0;0;"1400456"
"3500";"pacatuba";0;0;"2309706"
"3501";"pacatuba";0;0;"2804904"
"3502";"paço do lumiar";0;0;"2107506"
"3503";"pacoti";0;0;"2309805"
"3504";"pacujá";0;0;"2309904"
"3505";"padre bernardo";0;0;"5215603"
"3506";"padre carvalho";0;0;"3146255"
"3507";"padre marcos";0;0;"2207207"
"3508";"padre paraíso";0;0;"3146305"
"3509";"paes landim";0;0;"2207306"
"3510";"pai pedro";0;0;"3146552"
"3511";"paial";0;0;"4211876"
"3512";"paiçandu";0;0;"4117503"
"3513";"paim filho";0;0;"4313607"
"3514";"paineiras";0;0;"3146404"
"3515";"painel";0;0;"4211892"
"3516";"pains";0;0;"3146503"
"3517";"paiva";0;0;"3146602"
"3518";"pajeú do piauí";0;0;"2207355"
"3519";"palestina";0;0;"2706208"
"3520";"palestina";0;0;"3535002"
"3521";"palestina de goiás";0;0;"5215652"
"3522";"palestina do pará";0;0;"1505494"
"3523";"palhano";0;0;"2310001"
"3524";"palhoça";0;0;"4211900"
"3525";"palma";0;0;"3146701"
"3526";"palma sola";0;0;"4212007"
"3527";"palmácia";0;0;"2310100"
"3528";"palmares";0;0;"2610004"
"3529";"palmares do sul";0;0;"4313656"
"3530";"palmares paulista";0;0;"3535101"
"3531";"palmas";170;0;"4117602"
"3532";"palmas";170;0;"1721000"
"3533";"palmas de monte alto";0;0;"2923407"
"3534";"palmeira";0;0;"4117701"
"3535";"palmeira";0;0;"4212056"
"3536";"palmeira d'oeste";0;0;"3535200"
"3537";"palmeira das missões";0;0;"4313706"
"3538";"palmeira do piauí";0;0;"2207405"
"3539";"palmeira dos índios";0;0;"2706307"
"3540";"palmeirais";0;0;"2207504"
"3541";"palmeirândia";0;0;"2107605"
"3542";"palmeirante";0;0;"1715705"
"3543";"palmeiras";0;0;"2923506"
"3544";"palmeiras de goiás";0;0;"5215702"
"3545";"palmeiras do tocantins";0;0;"1713809"
"3546";"palmeirina";0;0;"2610103"
"3547";"palmeirópolis";0;0;"1715754"
"3548";"palmelo";0;0;"5215801"
"3549";"palminópolis";0;0;"5215900"
"3550";"palmital";0;0;"4117800"
"3551";"palmital";0;0;"3535309"
"3552";"palmitinho";0;0;"4313805"
"3553";"palmitos";0;0;"4212106"
"3554";"palmópolis";0;0;"3146750"
"3555";"palotina";0;0;"4117909"
"3556";"panamá";0;0;"5216007"
"3557";"panambi";0;0;"4313904"
"3558";"pancas";0;0;"3204005"
"3559";"panelas";0;0;"2610202"
"3560";"panorama";0;0;"3535408"
"3561";"pantano grande";0;0;"4313953"
"3562";"pão de açúcar";0;0;"2706406"
"3563";"papagaios";0;0;"3146909"
"3564";"papanduva";0;0;"4212205"
"3565";"paquetá";0;0;"2207553"
"3566";"pará de minas";0;0;"3147105"
"3567";"paracambi";0;0;"3303609"
"3568";"paracatu";0;0;"3147006"
"3569";"paracuru";0;0;"2310209"
"3570";"paragominas";0;0;"1505502"
"3571";"paraguaçu";0;0;"3147204"
"3572";"paraguaçu paulista";0;0;"3535507"
"3573";"paraí";0;0;"4314001"
"3574";"paraíba do sul";0;0;"3303708"
"3575";"paraibano";0;0;"2107704"
"3576";"paraibuna";0;0;"3535606"
"3577";"paraipaba";0;0;"2310258"
"3578";"paraíso";0;0;"3535705"
"3579";"paraíso";0;0;"4212239"
"3580";"paraíso das águas";0;0;"5006275"
"3581";"paraíso do norte";0;0;"4118006"
"3582";"paraíso do sul";0;0;"4314027"
"3583";"paraíso do tocantins";0;0;"1716109"
"3584";"paraisópolis";0;0;"3147303"
"3585";"parambu";0;0;"2310308"
"3586";"paramirim";0;0;"2923605"
