Município;pass_int
SÃO PAULO;5535
SÃO PAULO;6211
SÃO PAULO;7878
SÃO PAULO;7845
SÃO PAULO;4866
SÃO PAULO;5950
SÃO PAULO;7088
SÃO PAULO;12398
SÃO PAULO;208
SÃO PAULO;5708
SÃO PAULO;7306
SÃO PAULO;7642
SÃO PAULO;4949
SÃO PAULO;3239
SÃO PAULO;3699
SÃO PAULO;4122
SÃO PAULO;4488
SÃO PAULO;4009
SÃO PAULO;4545
SÃO PAULO;4413
SÃO PAULO;3828
SÃO PAULO;3708
SÃO PAULO;0
SÃO PAULO;3901
SÃO PAULO;3470
SÃO PAULO;16599
SÃO PAULO;14529
SÃO PAULO;14803
SÃO PAULO;15254
SÃO PAULO;16139
SÃO PAULO;16138
SÃO PAULO;18413
SÃO PAULO;17571
SÃO PAULO;14609
SÃO PAULO;15894
SÃO PAULO;15035
SÃO PAULO;282
SÃO PAULO;14653
SÃO PAULO;0
SÃO PAULO;8830
SÃO PAULO;8254
SÃO PAULO;8453
SÃO PAULO;9114
SÃO PAULO;9191
SÃO PAULO;9392
SÃO PAULO;295
SÃO PAULO;9711
SÃO PAULO;9083
SÃO PAULO;9210
SÃO PAULO;9704
SÃO PAULO;9552
SÃO PAULO;8986
SÃO PAULO;281
SÃO PAULO;9450
SÃO PAULO;9519
SÃO PAULO;9640
SÃO PAULO;9663
SÃO PAULO;9598
SÃO PAULO;10989
SÃO PAULO;11123
SÃO PAULO;10303
SÃO PAULO;10783
SÃO PAULO;11342
SÃO PAULO;10143
SÃO PAULO;10157
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;2639
SÃO PAULO;7
SÃO PAULO;2176
SÃO PAULO;2356
SÃO PAULO;2543
SÃO PAULO;2411
SÃO PAULO;2551
SÃO PAULO;2681
SÃO PAULO;2658
SÃO PAULO;2710
SÃO PAULO;2593
SÃO PAULO;2441
SÃO PAULO;2385
SÃO PAULO;15383
SÃO PAULO;13978
SÃO PAULO;305
SÃO PAULO;13782
SÃO PAULO;12888
SÃO PAULO;783
SÃO PAULO;10949
SÃO PAULO;12920
SÃO PAULO;12671
SÃO PAULO;12403
SÃO PAULO;14350
SÃO PAULO;16776
SÃO PAULO;15545
SÃO PAULO;15612
SÃO PAULO;5346
SÃO PAULO;5656
SÃO PAULO;282
SÃO PAULO;5096
SÃO PAULO;4879
SÃO PAULO;5572
SÃO PAULO;5320
SÃO PAULO;5624
SÃO PAULO;5071
SÃO PAULO;5620
SÃO PAULO;4892
SÃO PAULO;182
SÃO PAULO;5410
SÃO PAULO;4980
SÃO PAULO;199
SÃO PAULO;6052
SÃO PAULO;203
SÃO PAULO;5729
SÃO PAULO;393
SÃO PAULO;5533
SÃO PAULO;4073
SÃO PAULO;5955
SÃO PAULO;3279
SÃO PAULO;6099
SÃO PAULO;5950
SÃO PAULO;396
SÃO PAULO;5485
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;4280
SÃO PAULO;2851
SÃO PAULO;2992
SÃO PAULO;2328
SÃO PAULO;2724
SÃO PAULO;3065
SÃO PAULO;5522
SÃO PAULO;3628
SÃO PAULO;2650
SÃO PAULO;264
SÃO PAULO;3527
SÃO PAULO;2591
SÃO PAULO;3456
SÃO PAULO;0
SÃO PAULO;677
SÃO PAULO;670
SÃO PAULO;827
SÃO PAULO;171
SÃO PAULO;630
SÃO PAULO;10024
SÃO PAULO;8993
SÃO PAULO;9233
SÃO PAULO;8415
SÃO PAULO;6566
SÃO PAULO;6229
SÃO PAULO;6872
SÃO PAULO;6451
SÃO PAULO;6572
SÃO PAULO;7192
SÃO PAULO;8850
SÃO PAULO;9777
SÃO PAULO;0
SÃO PAULO;5044
SÃO PAULO;314
SÃO PAULO;4444
SÃO PAULO;0
SÃO PAULO;5322
SÃO PAULO;318
SÃO PAULO;4010
SÃO PAULO;5636
SÃO PAULO;5242
SÃO PAULO;207
SÃO PAULO;5611
SÃO PAULO;4948
SÃO PAULO;4691
SÃO PAULO;4971
SÃO PAULO;5568
SÃO PAULO;5078
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;25193
SÃO PAULO;18180
SÃO PAULO;19819
SÃO PAULO;19538
SÃO PAULO;22305
SÃO PAULO;20791
SÃO PAULO;23911
SÃO PAULO;19902
SÃO PAULO;19992
SÃO PAULO;20287
SÃO PAULO;19836
SÃO PAULO;130
SÃO PAULO;22114
SÃO PAULO;167
SÃO PAULO;0
SÃO PAULO;5873
SÃO PAULO;4490
SÃO PAULO;28
SÃO PAULO;3548
SÃO PAULO;87
SÃO PAULO;3513
SÃO PAULO;3243
SÃO PAULO;61
SÃO PAULO;2313
SÃO PAULO;4105
SÃO PAULO;3320
SÃO PAULO;251
SÃO PAULO;2399
SÃO PAULO;446
SÃO PAULO;1823
SÃO PAULO;3923
SÃO PAULO;3420
SÃO PAULO;13275
SÃO PAULO;10508
SÃO PAULO;9675
SÃO PAULO;7653
SÃO PAULO;9612
SÃO PAULO;9452
SÃO PAULO;13514
SÃO PAULO;10241
SÃO PAULO;8172
SÃO PAULO;8185
SÃO PAULO;7419
SÃO PAULO;8107
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;458
SÃO PAULO;0
SÃO PAULO;173
SÃO PAULO;0
SÃO PAULO;921
SÃO PAULO;3274
SÃO PAULO;147
SÃO PAULO;145
SÃO PAULO;0
SÃO PAULO;341
SÃO PAULO;145
SÃO PAULO;0
SÃO PAULO;58
SÃO PAULO;174
SÃO PAULO;69
SÃO PAULO;74
SÃO PAULO;0
SÃO PAULO;176
SÃO PAULO;1506
SÃO PAULO;2480
SÃO PAULO;2356
SÃO PAULO;2730
SÃO PAULO;9478
SÃO PAULO;10218
SÃO PAULO;333
SÃO PAULO;8412
SÃO PAULO;3377
SÃO PAULO;4395
SÃO PAULO;6922
SÃO PAULO;9764
SÃO PAULO;6378
SÃO PAULO;6039
SÃO PAULO;0
SÃO PAULO;14065
SÃO PAULO;12268
SÃO PAULO;11195
SÃO PAULO;4407
SÃO PAULO;5096
SÃO PAULO;0
SÃO PAULO;96
SÃO PAULO;5589
SÃO PAULO;494
SÃO PAULO;12106
SÃO PAULO;197
SÃO PAULO;10792
SÃO PAULO;234
SÃO PAULO;7697
SÃO PAULO;5101
SÃO PAULO;8014
SÃO PAULO;0
SÃO PAULO;6426
SÃO PAULO;7310
SÃO PAULO;5968
SÃO PAULO;6790
SÃO PAULO;6085
SÃO PAULO;7167
SÃO PAULO;6808
SÃO PAULO;6847
SÃO PAULO;6309
SÃO PAULO;6590
SÃO PAULO;6322
SÃO PAULO;6414
SÃO PAULO;5469
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;193
SÃO PAULO;4230
SÃO PAULO;3075
SÃO PAULO;3832
SÃO PAULO;4561
SÃO PAULO;5413
SÃO PAULO;4835
SÃO PAULO;183
SÃO PAULO;5085
SÃO PAULO;4122
SÃO PAULO;163
SÃO PAULO;4336
SÃO PAULO;5389
SÃO PAULO;5830
SÃO PAULO;5545
SÃO PAULO;1590
SÃO PAULO;17147
SÃO PAULO;1325
SÃO PAULO;14223
SÃO PAULO;1722
SÃO PAULO;17695
SÃO PAULO;1651
SÃO PAULO;16984
SÃO PAULO;1546
SÃO PAULO;20289
SÃO PAULO;2451
SÃO PAULO;22283
SÃO PAULO;3112
SÃO PAULO;25926
SÃO PAULO;2915
SÃO PAULO;23016
SÃO PAULO;2406
SÃO PAULO;23259
SÃO PAULO;3346
SÃO PAULO;21194
SÃO PAULO;2741
SÃO PAULO;16084
SÃO PAULO;2644
SÃO PAULO;17967
SÃO PAULO;4892
SÃO PAULO;4358
SÃO PAULO;4813
SÃO PAULO;5682
SÃO PAULO;5968
SÃO PAULO;6133
SÃO PAULO;6500
SÃO PAULO;6215
SÃO PAULO;5730
SÃO PAULO;5511
SÃO PAULO;5445
SÃO PAULO;5623
SÃO PAULO;9577
SÃO PAULO;8073
SÃO PAULO;8707
SÃO PAULO;7709
SÃO PAULO;7904
SÃO PAULO;8543
SÃO PAULO;9003
SÃO PAULO;8438
SÃO PAULO;7203
SÃO PAULO;8294
SÃO PAULO;8371
SÃO PAULO;8535
SÃO PAULO;9769
SÃO PAULO;8888
SÃO PAULO;8896
SÃO PAULO;9029
SÃO PAULO;295
SÃO PAULO;8530
SÃO PAULO;9956
SÃO PAULO;317
SÃO PAULO;10270
SÃO PAULO;500
SÃO PAULO;9544
SÃO PAULO;10175
SÃO PAULO;10926
SÃO PAULO;10563
SÃO PAULO;20
SÃO PAULO;326
SÃO PAULO;9767
SÃO PAULO;42
SÃO PAULO;237
SÃO PAULO;2711
SÃO PAULO;2335
SÃO PAULO;2432
SÃO PAULO;1310
SÃO PAULO;1509
SÃO PAULO;2173
SÃO PAULO;2972
SÃO PAULO;1999
SÃO PAULO;128
SÃO PAULO;1302
SÃO PAULO;152
SÃO PAULO;1845
SÃO PAULO;1977
SÃO PAULO;148
SÃO PAULO;2086
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;9419
SÃO PAULO;8169
SÃO PAULO;7889
SÃO PAULO;8981
SÃO PAULO;9283
SÃO PAULO;8151
SÃO PAULO;9887
SÃO PAULO;9817
SÃO PAULO;9620
SÃO PAULO;9856
SÃO PAULO;9531
SÃO PAULO;339
SÃO PAULO;9386
SÃO PAULO;0
SÃO PAULO;6384
SÃO PAULO;4380
SÃO PAULO;5975
SÃO PAULO;655
SÃO PAULO;3943
SÃO PAULO;5491
SÃO PAULO;5638
SÃO PAULO;7305
SÃO PAULO;6454
SÃO PAULO;6222
SÃO PAULO;6799
SÃO PAULO;7037
SÃO PAULO;0
SÃO PAULO;7179
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;8642
SÃO PAULO;41
SÃO PAULO;6812
SÃO PAULO;7220
SÃO PAULO;0
SÃO PAULO;176
SÃO PAULO;6287
SÃO PAULO;6480
SÃO PAULO;7708
SÃO PAULO;8358
SÃO PAULO;111
SÃO PAULO;8295
SÃO PAULO;149
SÃO PAULO;8196
SÃO PAULO;217
SÃO PAULO;7631
SÃO PAULO;6925
SÃO PAULO;230
SÃO PAULO;6897
SÃO PAULO;50
SÃO PAULO;1233
SÃO PAULO;207
SÃO PAULO;14236
SÃO PAULO;697
SÃO PAULO;11802
SÃO PAULO;0
SÃO PAULO;1207
SÃO PAULO;11882
SÃO PAULO;755
SÃO PAULO;0
SÃO PAULO;94
SÃO PAULO;10829
SÃO PAULO;733
SÃO PAULO;10916
SÃO PAULO;876
SÃO PAULO;10172
SÃO PAULO;104
SÃO PAULO;883
SÃO PAULO;449
SÃO PAULO;9260
SÃO PAULO;0
SÃO PAULO;172
SÃO PAULO;940
SÃO PAULO;104
SÃO PAULO;10165
SÃO PAULO;1190
SÃO PAULO;0
SÃO PAULO;353
SÃO PAULO;9548
SÃO PAULO;946
SÃO PAULO;10235
SÃO PAULO;1106
SÃO PAULO;11169
SÃO PAULO;33
SÃO PAULO;945
SÃO PAULO;0
SÃO PAULO;9198
SÃO PAULO;60
SÃO PAULO;0
SÃO PAULO;0
SÃO PAULO;0
VITÓRIA;0
VITÓRIA;0
VITÓRIA;0
VITÓRIA;0
VITÓRIA;0
VITÓRIA;0
VITÓRIA;0
VITÓRIA;0
VITÓRIA;0
VITÓRIA;0
VITÓRIA;0
VITÓRIA;0
VITÓRIA;0
VITÓRIA;0
